long,long,long,long,long,long,long,long,long,long,long,long,float,float,float,long,long,long,str,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,str,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,long,None,
36,3,5,0,0,0,0,0,0,0,0,84,10462.7001953,805.992980957,1312.66003418,1,517,188,"Альдрассіл",,,,,,,,"Альдрассіл",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
907,0,7,0,0,0,0,0,0,0,0,0,10479.5996094,812.281005859,1322.75,1,516,188,"Альдрассіл",,,,,,,,"Альдрассіл",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
42,3,5,0,0,0,0,0,0,0,0,84,2720.42993164,-382.390991211,107.089996338,1,525,331,"Астранаар",,,,,,,,"Астранаар",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
798,3,5,0,0,0,0,0,0,0,0,0,6439.33007813,411.95098877,10.8632001877,1,525,148,"Аубердін",,,,,,,,"Аубердін",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
911,0,7,0,0,0,0,0,0,0,0,0,9864.16992188,1557.41003418,1329.30004883,1,516,736,"Обитель Бен'этиль",,,,,,,,"Обитель Бен'этиль",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1233,0,7,0,0,0,0,0,0,0,0,0,3827.37011719,-161.304992676,-0.606823980808,1,516,413,"Прихисток Батрана",,,,,,,,"Прихисток Батрана",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1048,0,7,0,0,0,0,0,0,0,0,0,4619.41992188,25.6126003265,70.4945983887,1,516,449,"Берлога в Чернолесье",,,,,,,,"Берлога в Чернолесье",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1096,0,7,0,0,0,0,0,0,0,0,0,-4335.04003906,-2639.5300293,39.6316986084,1,516,509,"Лігво Кривавого Болота",,,,,,,,"Лігво Кривавого Болота",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
28,3,7,0,0,0,0,0,0,0,0,83,-2323.91992188,-394.980987549,-9.12757015228,1,517,222,"Селище Кривавого Копита",,,,,,,,"Селище Кривавого Копита",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1244,0,7,0,0,0,0,0,0,0,0,0,1612.52001953,-1465.09997559,157.022994995,1,516,421,"Табір Кривавого Ікла",,,,,,,,"Табір Кривавого Ікла",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1220,0,7,0,0,0,0,0,0,0,0,0,5111.97998047,-353.403015137,357.230987549,1,516,1765,"Застава Отравленої Крові",,,,,,,,"Застава Отравленої Крові",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1090,0,7,0,0,0,0,0,0,0,0,0,-2685.32006836,-3087.58007813,41.4505004883,1,516,496,"Синє Болото",,,,,,,,"Синє Болото",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1147,0,7,0,0,0,0,0,0,0,0,0,-2281.94995117,2499.60009766,73.7536010742,1,516,606,"Печера Болгана",,,,,,,,"Печера Болгана",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1473,0,7,0,0,0,0,0,0,0,0,0,-7234.60986328,874.223999023,0.285851985216,1,516,3425,"Кости Граккаронда",,,,,,,,"Кости Граккаронда",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1684,0,0,0,0,0,0,0,0,0,0,0,-3132.97998047,-2880.70996094,34.7178993225,1,3,496,"Селище Бракенволл",,,,,,,,"Селище Бракенволл",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1694,0,7,0,0,0,0,0,0,0,0,0,-8021.75976563,1105.83996582,3.5487101078,1,516,3427,"Табір Бронзоборода",,,,,,,,"Табір Бронзоборода",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
790,3,5,0,0,0,0,0,0,0,0,0,-4394.97998047,215.610992432,25.4132995605,1,525,215,"Табір Мохаче",,,,,,,,"Табір Мохаче",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
30,3,7,0,0,0,0,0,0,0,0,83,-2906.48999023,-253.606994629,52.940700531,1,517,221,"Табір Нараче",,,,,,,,"Табір Нараче",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1469,3,5,0,0,0,0,0,0,0,0,0,-2352.65991211,-1921.67004395,95.7825012207,1,525,17,"Табір Таурахо",,,,,,,,"Табір Таурахо",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1685,3,5,0,0,0,0,0,0,0,0,0,-6886.14990234,718.398010254,42.7980003357,1,525,3425,"Фортеця Кенарія",,,,,,,,"Фортеця Кенарія",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1050,0,7,0,0,0,0,0,0,0,0,0,6870.56982422,-662.395996094,86.6429977417,1,516,456,"Водоспад Скалистый",,,,,,,,"Водоспад Скалистый",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1228,0,7,0,0,0,0,0,0,0,0,0,1543.56994629,70.1337966919,-10.3816995621,1,516,461,"Скалистое озеро",,,,,,,,"Скалистое озеро",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1108,0,7,0,0,0,0,0,0,0,0,0,-5086.20996094,-1919.43994141,88.181098938,1,516,2097,"Пік Темного Облака",,,,,,,,"Пік Темного Облака",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1088,0,7,0,0,0,0,0,0,0,0,0,-2829.79003906,-2722.81005859,36.7883987427,1,516,496,"Мглистая печера",,,,,,,,"Мглистая печера",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
38,3,6,0,0,0,0,0,0,0,0,84,9951.75,2254.5,1335.42004395,1,541,141,"Дарнас",,,,,,,,"Дарнас",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1239,0,7,0,0,0,0,0,0,0,0,0,1702.44995117,-3150.98999023,93.5229034424,1,516,434,"Каньйон Загибелі Демона",,,,,,,,"Каньйон Загибелі Демона",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
37,3,5,0,0,0,0,0,0,0,0,84,9787.99023438,949.896972656,1306.72998047,1,1,-1,"Доланаар",,,,,,,,"Доланаар",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1214,0,7,0,0,0,0,0,0,0,0,0,5718.83007813,-4507.31005859,761.083007813,1,516,2245,"Дун Мандарр",,,,,,,,"Дун Мандарр",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1095,0,7,0,0,0,0,0,0,0,0,0,-4987.72998047,-3832.98999023,44.8497009277,1,516,511,"Лігво Огнебора",,,,,,,,"Лігво Огнебора",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
794,3,5,0,0,0,0,0,0,0,0,0,6723.45996094,-4662.5,722.806030273,1,525,618,"Вічнозір",,,,,,,,"Вічнозір",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1235,0,7,0,0,0,0,0,0,0,0,0,2231.20996094,-2222.90991211,94.4102020264,1,516,428,"Ріка Фалфаррен",,,,,,,,"Ріка Фалфаррен",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
796,3,5,0,0,0,0,0,0,0,0,0,-4434.99023438,3276.73999023,11.7784996033,1,525,357,"Фортеця Пернатого Місяця",,,,,,,,"Фортеця Пернатого Місяця",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
909,0,7,0,0,0,0,0,0,0,0,0,10050.5996094,1031.19995117,1329.94995117,1,516,186,"Печера Бесов",,,,,,,,"Печера Бесов",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1238,0,7,0,0,0,0,0,0,0,0,0,2880.33007813,-3287.54003906,157.819000244,1,516,430,"Лісова Пісня",,,,,,,,"Лісова Пісня",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1067,0,7,0,0,0,0,0,0,0,0,0,-1668.51000977,-4329.20019531,3.26694989204,1,516,720,"Острів Битв",,,,,,,,"Острів Битв",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
46,3,5,0,0,0,0,0,0,0,0,83,-5454.06982422,-2445.5,90.1132965088,1,525,484,"Застава Вільного Вітру",,,,,,,,"Застава Вільного Вітру",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1105,0,7,0,0,0,0,0,0,0,0,0,-6370.14990234,-1836.52001953,-258.028991699,1,516,538,"Печера Лишайников",,,,,,,,"Печера Лишайников",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
789,3,5,0,0,0,0,0,0,0,0,0,-7139.14990234,-3752.11010742,8.53979969025,1,525,440,"Прибамбаск",,,,,,,,"Прибамбаск",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1149,0,7,0,0,0,0,0,0,0,0,0,-1224.06005859,1736.67004395,90.0223007202,1,516,596,"Застава Блукаючих Духів",,,,,,,,"Застава Блукаючих Духів",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1243,0,7,0,0,0,0,0,0,0,0,0,2291.29003906,-1444.95996094,87.879699707,1,516,421,"Селище Зеленой Лапи",,,,,,,,"Селище Зеленой Лапи",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
708,0,7,0,0,0,0,0,0,0,0,0,3556.63989258,-6232.79003906,44.0085983276,1,516,1227,"Гніздо Хетайры",,,,,,,,"Гніздо Хетайры",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1114,0,7,0,0,0,0,0,0,0,0,0,-5848.04980469,-3412.37988281,-51.0555000305,1,516,2303,"Табір Залізного Каменя",,,,,,,,"Табір Залізного Каменя",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1219,0,7,0,0,0,0,0,0,0,0,0,6481.87011719,-1571.0,438.964996338,1,516,1767,"Печера Железнолесья",,,,,,,,"Печера Железнолесья",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1175,0,7,0,0,0,0,0,0,0,0,0,-4052.7199707,81.5524978638,77.1754989624,1,516,1103,"Павільйон Лорисс",,,,,,,,"Павільйон Лорисс",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1091,0,7,0,0,0,0,0,0,0,0,0,-3925.5,-2862.14990234,46.4790992737,1,516,2302,"Зруйнована вежа",,,,,,,,"Зруйнована вежа",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1148,0,7,0,0,0,0,0,0,0,0,0,-1422.61999512,2918.44995117,136.147003174,1,516,607,"Мародон",,,,,,,,"Мародон",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1104,0,7,0,0,0,0,0,0,0,0,0,-6143.20996094,-1078.89001465,-198.365997314,1,516,538,"Укриття Маршалла",,,,,,,,"Укриття Маршалла",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1110,0,7,0,0,0,0,0,0,0,0,0,-6239.41992187,-3973.12011719,-58.7500991821,1,516,439,"Виражи на Миражах",,,,,,,,"Виражи на Миражах",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1217,0,7,0,0,0,0,0,0,0,0,0,7123.02001953,-4631.56982422,639.679992676,1,516,2255,"Обитель Місячного Жаху",,,,,,,,"Обитель Місячного Жаху",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1512,0,7,0,0,0,0,0,0,0,0,0,1035.13000488,-2113.34008789,122.944999695,1,516,1703,"Табір Мор'шан",,,,,,,,"Табір Мор'шан",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
2083,3,5,0,0,0,0,0,0,0,0,0,-4590.83007813,-3182.5,34.9063987732,1,525,4010,"Шестермуть",,,,,,,,"Шестермуть",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1247,0,7,0,0,0,0,0,0,0,0,0,7961.75,-2491.77001953,487.882995605,1,516,656,"Нічна Гавань",,,,,,,,"Нічна Гавань",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
799,3,5,0,0,0,0,0,0,0,0,0,202.520996094,1308.23999023,190.235992432,1,525,405,"Висота Найджела",,,,,,,,"Висота Найджела",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1089,0,7,0,0,0,0,0,0,0,0,0,-2884.79003906,-3429.98999023,39.3569984436,1,516,496,"Пінвічна вежа",,,,,,,,"Пінвічна вежа",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1094,0,7,0,0,0,0,0,0,0,0,0,-4698.06005859,-3720.58007813,50.4640007019,1,516,511,"Лігво Оніксії",,,,,,,,"Лігво Оніксії",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
33,3,6,0,0,0,0,0,0,0,0,83,1381.77001953,-4371.16015625,26.0233001709,1,541,14,"Оргріммар",,,,,,,,"Оргріммар",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1690,0,7,0,0,0,0,0,0,0,0,0,-7586.16992188,226.395996094,12.3661003113,1,516,2744,"Укриття Ортелла",,,,,,,,"Укриття Ортелла",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1168,0,7,0,0,0,0,0,0,0,0,0,-3842.70996094,1738.93994141,149.973999023,1,516,1119,"Печера Шаленого оврага",,,,,,,,"Печера Шаленого оврага",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
39,3,5,0,0,0,0,0,0,0,0,0,-951.364013672,-3680.07006836,8.0401802063,1,525,392,"Кабестан",,,,,,,,"Кабестан",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1171,0,7,0,0,0,0,0,0,0,0,0,-6206.25,1766.94995117,17.4636993408,1,516,2740,"Разоренный Сутінковий табір",,,,,,,,"Разоренный Сутінковий табір",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
31,3,7,0,0,0,0,0,0,0,0,83,312.658996582,-4745.52001953,9.54726028442,1,517,362,"Колючий Пагорб",,,,,,,,"Колючий Пагорб",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
913,0,7,0,0,0,0,0,0,0,0,0,636.963012695,-4534.04003906,8.82065010071,1,516,410,"Каньйон Колючого Вітру",,,,,,,,"Каньйон Колючого Вітру",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1216,0,7,0,0,0,0,0,0,0,0,0,2195.66992188,-6438.33007813,2.13105010986,1,516,1256,"Святилище Ретресса",,,,,,,,"Святилище Ретресса",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1109,0,7,0,0,0,0,0,0,0,0,0,-5466.70996094,-1636.27001953,29.0251998901,1,516,483,"Лігво Розбійницького пера",,,,,,,,"Лігво Розбійницького пера",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1169,0,7,0,0,0,0,0,0,0,0,0,-4852.91015625,3616.62988281,16.4186000824,1,516,1117,"Руїни Соларсаля",,,,,,,,"Руїни Соларсаля",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1724,0,42,0,0,0,0,0,0,0,0,0,-6548.72021484,1150.51000977,-1.23684000969,1,646,1377,"Піщаний хробак!",,,,,,,,"Піщаний хробак!",,,,,,,,0xFF01FE,"Силитистовая тварь на поверхні",,,,,,,,"Силитистовая тварь на поверхні",,,,,,,,0xFF01FE,2322,,
1725,0,42,0,0,0,0,0,0,0,0,0,-7786.00976563,978.815002441,-2.90349006653,1,646,1377,"Піщаний хробак!",,,,,,,,"Піщаний хробак!",,,,,,,,0xFF01FE,"Силитистовая тварь на поверхні",,,,,,,,"Силитистовая тварь на поверхні",,,,,,,,0xFF01FE,2323,,
1726,0,42,0,0,0,0,0,0,0,0,0,-7463.29980469,1411.69995117,3.70744991302,1,646,1377,"Піщаний хробак!",,,,,,,,"Піщаний хробак!",,,,,,,,0xFF01FE,"Силитистовая тварь на поверхні",,,,,,,,"Силитистовая тварь на поверхні",,,,,,,,0xFF01FE,2324,,
1727,0,42,0,0,0,0,0,0,0,0,0,-7377.08007813,447.04598999,4.53545999527,1,646,1377,"Піщаний хробак!",,,,,,,,"Піщаний хробак!",,,,,,,,0xFF01FE,"Силитистовая тварь на поверхні",,,,,,,,"Силитистовая тварь на поверхні",,,,,,,,0xFF01FE,2325,,
1211,0,7,0,0,0,0,0,0,0,0,0,3705.10009766,-6043.45019531,2.50782990456,1,516,1227,"Печера Лускоборода",,,,,,,,"Печера Лускоборода",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1150,0,7,0,0,0,0,0,0,0,0,0,-1407.86999512,1493.13000488,60.8871002197,1,516,602,"Табір Заржавня",,,,,,,,"Табір Заржавня",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
34,3,7,0,0,0,0,0,0,0,0,83,-819.492004395,-4918.24023438,19.3400993347,1,517,367,"Селище Сен'джин",,,,,,,,"Селище Сен'джин",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1097,0,7,0,0,0,0,0,0,0,0,0,-3476.59008789,-4109.08007813,17.1040992737,1,516,502,"Сторожовій пост",,,,,,,,"Сторожовій пост",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
795,3,5,0,0,0,0,0,0,0,0,0,-1657.84997559,3097.91992188,30.4995002747,1,525,405,"Селище Нічних Охотников",,,,,,,,"Селище Нічних Охотников",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
908,0,7,0,0,0,0,0,0,0,0,0,10756.2001953,921.301025391,1338.56005859,1,516,188,"Павуче лігво",,,,,,,,"Павуче лігво",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1087,0,7,0,0,0,0,0,0,0,0,0,-3723.62988281,-2535.17993164,69.5651016235,1,516,2302,"Таверна ""Останній привал""",,,,,,,,"Таверна ""Останній привал""",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1187,0,7,0,0,0,0,0,0,0,0,0,-5492.37011719,3622.79003906,3.70376992226,1,516,1121,"Прихисток Шалзару",,,,,,,,"Прихисток Шалзару",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1246,0,7,0,0,0,0,0,0,0,0,0,7856.18017578,-2215.44995117,471.303985596,1,516,656,"Святилище Ремула",,,,,,,,"Святилище Ремула",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1242,0,7,0,0,0,0,0,0,0,0,0,2130.27001953,-1190.25,99.8630981445,1,516,421,"Притулок Срібного Вітру",,,,,,,,"Притулок Срібного Вітру",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1513,0,7,0,0,0,0,0,0,0,0,0,1462.47998047,-1858.93005371,123.550003052,1,516,422,"Роща Срібнокрилих",,,,,,,,"Роща Срібнокрилих",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1240,0,7,0,0,0,0,0,0,0,0,0,1776.64001465,-2065.14990234,104.194000244,1,516,422,"Аванпост Срібнокрилих",,,,,,,,"Аванпост Срібнокрилих",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1227,0,7,0,0,0,0,0,0,0,0,0,515.844970703,624.049987793,68.1593017578,1,516,2541,"Сиширский каньон",,,,,,,,"Сиширский каньон",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1471,3,5,0,0,0,0,0,0,0,0,0,2286.40991211,-2564.66992188,105.478996277,1,525,331,"Застава Розщепленого Дерева",,,,,,,,"Застава Розщепленого Дерева",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1112,0,7,0,0,0,0,0,0,0,0,0,-5065.60986328,-2367.61010742,-53.6725006104,1,516,481,"Оплот Треснувшего Копита",,,,,,,,"Оплот Треснувшего Копита",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1688,0,7,0,0,0,0,0,0,0,0,0,-6517.49023438,97.5553970337,126.125,1,516,3426,"Табір Оленьего Шлема",,,,,,,,"Табір Оленьего Шлема",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1093,0,7,0,0,0,0,0,0,0,0,0,-4346.02001953,-3321.14990234,34.254699707,1,516,510,"Руїни Села Кам'яного Молота",,,,,,,,"Руїни Села Кам'яного Молота",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
44,3,5,0,0,0,0,0,0,0,0,84,2658.7800293,1449.70996094,226.134994507,1,525,467,"Пік Кам'яного Кігтя",,,,,,,,"Пік Кам'яного Кігтя",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1248,0,7,0,0,0,0,0,0,0,0,0,7564.50976563,-2951.7199707,466.682006836,1,516,656,"Келії Малфуріона",,,,,,,,"Келії Малфуріона",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
701,3,5,0,0,0,0,0,0,0,0,0,936.307983398,910.973999023,104.439002991,1,525,406,"Притулок у Сонячного Каменя",,,,,,,,"Притулок у Сонячного Каменя",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1098,0,7,0,0,0,0,0,0,0,0,0,-2949.4699707,-3893.5,35.0303001404,1,516,502,"Сторожка ""Болотный огонек""",,,,,,,,"Сторожка ""Болотный огонек""",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1116,0,7,0,0,0,0,0,0,0,0,0,-6569.91015625,-3894.9699707,-58.75,1,516,439,"Руїни Тахонды",,,,,,,,"Руїни Тахонды",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1215,0,7,0,0,0,0,0,0,0,0,0,2707.7199707,-3869.25,104.207000732,1,516,1235,"Застава Талрендис",,,,,,,,"Застава Талрендис",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
707,0,7,0,0,0,0,0,0,0,0,0,3549.14990234,-5359.12011719,204.102005005,1,516,1221,"Храм Зин-Малор",,,,,,,,"Храм Зин-Малор",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
45,3,5,0,0,0,0,0,0,0,0,84,-4510.02978516,-779.473999023,-41.5353012085,1,525,489,"Таланаар",,,,,,,,"Таланаар",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
912,0,7,0,0,0,0,0,0,0,0,0,10316.4003906,1200.61999512,1458.08996582,1,516,266,"Расселина",,,,,,,,"Расселина",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
35,3,5,0,0,0,0,0,0,0,0,83,-455.899993896,-2652.14990234,95.5865020752,1,525,17,"Перехрестя",,,,,,,,"Перехрестя",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
32,3,7,0,0,0,0,0,0,0,0,83,-604.098022461,-4202.91992188,38.728099823,1,517,364,"Лігво",,,,,,,,"Лігво",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1241,0,7,0,0,0,0,0,0,0,0,0,1776.22998047,-2678.36010742,111.666000366,1,516,422,"Обитель Дор'Данил",,,,,,,,"Обитель Дор'Данил",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1213,0,7,0,0,0,0,0,0,0,0,0,6426.75976563,-4304.99023438,666.742980957,1,516,2251,"Руїни Кел'Терила",,,,,,,,"Руїни Кел'Терила",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1232,0,7,0,0,0,0,0,0,0,0,0,3493.88989258,-119.600997925,0.715488016605,1,516,413,"Руїни Ордил'Арана",,,,,,,,"Руїни Ордил'Арана",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1111,0,7,0,0,0,0,0,0,0,0,0,-6490.60986328,-3449.14990234,-58.7825012207,1,516,439,"Кар'єр Ржавой Кувалды",,,,,,,,"Кар'єр Ржавой Кувалды",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1472,0,7,0,0,0,0,0,0,0,0,0,-7066.79003906,731.851989746,67.2699966431,1,516,3425,"Роящаяся вершина",,,,,,,,"Роящаяся вершина",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1231,0,7,0,0,0,0,0,0,0,0,0,2416.88989258,1792.39001465,394.938995361,1,516,467,"Лігво Кігтя",,,,,,,,"Лігво Кігтя",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1230,0,7,0,0,0,0,0,0,0,0,0,1531.93994141,-576.570007324,68.9611968994,1,516,461,"Тунель Кігтя",,,,,,,,"Тунель Кігтя",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1245,0,7,0,0,0,0,0,0,0,0,0,1930.26000977,-732.677001953,114.533996582,1,516,421,"Тунель Кігтя",,,,,,,,"Тунель Кігтя",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
1113,0,7,0,0,0,0,0,0,0,0,0,-5213.85009766,-2794.5300293,-7.09191989899,1,516,481,"Угол Семи Ветров",,,,,,,,"Угол Семи Ветров",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
791,3,5,0,0,0,0,0,0,0,0,0,-3680.16992188,-4388.50976563,10.5549001694,1,525,15,"Острів Терамор",,,,,,,,"Острів Терамор",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
29,3,6,0,0,0,0,0,0,0,0,83,-1205.41003418,29.4214000702,126.347000122,1,541,215,"Громовий Перевал",,,,,,,,"Громовий Перевал",,,,,,,,0xFF01FE,"",,,,,,,,"",,,,,,,,0xFF01FC,0,,
