long,str,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,
444,"|cffffd100Порада:|r Ви можете замінити дорогоцінний камінь, вставлений у ваш предмет, на інший, помістивши новий самоцвіт поверх нього у вікні інкрустування.",,,,,,,,"|cffffd100Порада:|r Ви можете замінити дорогоцінний камінь, вставлений у ваш предмет, на інший, помістивши новий самоцвіт поверх нього у вікні інкрустування.",,,,,,,,0xFF01FE,
445,"|cffffd100Порада:|r Якщо ви клацнете правою кнопкою миші по імені в журналі бою, з'явиться список параметрів.",,,,,,,,"|cffffd100Порада:|r Якщо ви клацнете правою кнопкою миші по імені в журналі бою, з'явиться список параметрів.",,,,,,,,0xFF01FE,
446,"|cffffd100Порада:|r Ви можете перебувати під впливом тільки одного бойового еліксиру й одного захисного еліксиру одночасно.",,,,,,,,"|cffffd100Порада:|r Ви можете перебувати під впливом тільки одного бойового еліксиру й одного захисного еліксиру одночасно.",,,,,,,,0xFF01FE,
447,"|cffffd100Порада:|r Натиснувши Shift при наведенні покажчика миші на предмет, можна побачити характеристики аналогічного предмета, одягненого на вашому персонажі.",,,,,,,,"|cffffd100Порада:|r Натиснувши Shift при наведенні покажчика миші на предмет, можна побачити характеристики аналогічного предмета, одягненого на вашому персонажі.",,,,,,,,0xFF01FE,
448,"|cffffd100Порада:|r В одному ігровому світі можна створити до 10 персонажів. Максимальна кількість персонажів у всіх ігрових світах не повинна перевищувати 50.",,,,,,,,"|cffffd100Порада:|r В одному ігровому світі можна створити до 10 персонажів. Максимальна кількість персонажів у всіх ігрових світах не повинна перевищувати 50.",,,,,,,,0xFF01FE,
449,"|cffffd100Порада:|r Раніше набраний текст можна ввести повторно. Для цього натисніть Enter, а потім, натискаючи одночасно Alt клавішу зі стрілкою вгору, виберіть потрібне повідомлення.",,,,,,,,"|cffffd100Порада:|r Раніше набраний текст можна ввести повторно. Для цього натисніть Enter, а потім, натискаючи одночасно Alt клавішу зі стрілкою вгору, виберіть потрібне повідомлення.",,,,,,,,0xFF01FE,
464,"|cffffd100Порада:|r У календарі можна побачити прийдешні свята і запланувати події з членами гільдії або друзями.",,,,,,,,"|cffffd100Порада:|r У календарі можна побачити прийдешні свята і запланувати події з членами гільдії або друзями.",,,,,,,,0xFF01FE,
465,"|cffffd100Порада:|r Щоб установити будильник або показати секундомір, клацніть правою кнопкою миші по годиннику.",,,,,,,,"|cffffd100Порада:|r Щоб установити будильник або показати секундомір, клацніть правою кнопкою миші по годиннику.",,,,,,,,0xFF01FE,
450,"|cffffd100Порада:|r За допомогою закладки ""Прислужники"" на сторінці персонажа можна побачити ваших верхових тварин і небойових супутників.",,,,,,,,"|cffffd100Порада:|r За допомогою закладки ""Прислужники"" на сторінці персонажа можна побачити ваших верхових тварин і небойових супутників.",,,,,,,,0xFF01FE,
451,"|cffffd100Порада:|r Платіжні засоби, отримані на полях бою або в підземеллях героїчного рівня складності, відображаються на вкладці Валюта.",,,,,,,,"|cffffd100Порада:|r Платіжні засоби, отримані на полях бою або в підземеллях героїчного рівня складності, відображаються на вкладці Валюта.",,,,,,,,0xFF01FE,
452,"|cffffd100Порада:|r Деякі транспортні засоби можуть перевозити кількох пасажирів одночасно.",,,,,,,,"|cffffd100Порада:|r Деякі транспортні засоби можуть перевозити кількох пасажирів одночасно.",,,,,,,,0xFF01FE,
466,"|cffffd100Порада:|r Вивчивши професію ""Креслення"", ви зможете малювати символи, що покращують характеристики заклинань і здібностей.",,,,,,,,"|cffffd100Порада:|r Вивчивши професію ""Креслення"", ви зможете малювати символи, що покращують характеристики заклинань і здібностей.",,,,,,,,0xFF01FE,
467,"|cffffd100Порада:|r Якщо ви хочете відволіктися від звичної течії гри, спробуйте заслужити певні незвичайні досягнення.",,,,,,,,"|cffffd100Порада:|r Якщо ви хочете відволіктися від звичної течії гри, спробуйте заслужити певні незвичайні досягнення.",,,,,,,,0xFF01FE,
468,"|cffffd100Порада:|r Щоб створити в повідомленні посилання на завдання, предмет, заклинання або досягнення, клацніть по ньому лівою кнопкою миші в журналі при затиснутій клавіші Shift.",,,,,,,,"|cffffd100Порада:|r Щоб створити в повідомленні посилання на завдання, предмет, заклинання або досягнення, клацніть по ньому лівою кнопкою миші в журналі при затиснутій клавіші Shift.",,,,,,,,0xFF01FE,
469,"|cffffd100Порада:|r Ви можете відстежувати стан поточних завдань і досягнень.",,,,,,,,"|cffffd100Порада:|r Ви можете відстежувати стан поточних завдань і досягнень.",,,,,,,,0xFF01FE,
453,"|cffffd100Порада:|r Повітряні засоби пересування стають доступні гравцям у Аутленд після досягнення певного рівня навички верхової їзди, а в Нордсколі після оволодіння навичкою ""Польоти в негоду"".",,,,,,,,"|cffffd100Порада:|r Повітряні засоби пересування стають доступні гравцям у Аутленд після досягнення певного рівня навички верхової їзди, а в Нордсколі після оволодіння навичкою ""Польоти в негоду"".",,,,,,,,0xFF01FE,
454,"|cffffd100Порада:|r За певні досягнення можна отримати унікальні небойові предмети.",,,,,,,,"|cffffd100Порада:|r За певні досягнення можна отримати унікальні небойові предмети.",,,,,,,,0xFF01FE,
455,"|cffffd100Порада:|r Предмети, що збільшують силу заклинань, покращують як шкоду від заклинань, так і ефекти лікування.",,,,,,,,"|cffffd100Порада:|r Предмети, що збільшують силу заклинань, покращують як шкоду від заклинань, так і ефекти лікування.",,,,,,,,0xFF01FE,
456,"|cffffd100Порада:|r Нанесення шкоди, прочитання цілющих і захисних заклинань підвищує рівень загрози істоти. Практично всі істоти нападають на гравця, що представляє для них найбільшу загрозу.",,,,,,,,"|cffffd100Порада:|r Нанесення шкоди, прочитання цілющих і захисних заклинань підвищує рівень загрози істоти. Практично всі істоти нападають на гравця, що представляє для них найбільшу загрозу.",,,,,,,,0xFF01FE,
457,"|cffffd100Порада:|r Створіння, рівень яких перевищує ваш хоча б на чотири, можуть завдавати вам критичних ударів.",,,,,,,,"|cffffd100Порада:|r Створіння, рівень яких перевищує ваш хоча б на чотири, можуть завдавати вам критичних ударів.",,,,,,,,0xFF01FE,
458,"|cffffd100Порада:|r У статистиці можна побачити певні цікаві цифри, що відносяться до вашого персонажа - наприклад, кількість з'їденої їжі та найвища критична шкода.",,,,,,,,"|cffffd100Порада:|r У статистиці можна побачити певні цікаві цифри, що відносяться до вашого персонажа - наприклад, кількість з'їденої їжі та найвища критична шкода.",,,,,,,,0xFF01FE,
459,"|cffffd100Порада:|r У перукарнях, розташованих у багатьох містах, можна змінити зачіску, колір волосся та освіжити свій образ новими аксесуарами!",,,,,,,,"|cffffd100Порада:|r У перукарнях, розташованих у багатьох містах, можна змінити зачіску, колір волосся та освіжити свій образ новими аксесуарами!",,,,,,,,0xFF01FE,
460,"|cffffd100Порада:|r Запросіть вашого друга в World of Warcraft - і ви обидва отримаєте нагороду!",,,,,,,,"|cffffd100Порада:|r Запросіть вашого друга в World of Warcraft - і ви обидва отримаєте нагороду!",,,,,,,,0xFF01FE,
462,"|cffffd100Порада:|r Ви можете увімкнути відображення другорядної цілі, клацнувши правою кнопкою миші на її портреті, і дозволити переміщення вікна цілі в будь-яке місце екрана.",,,,,,,,"|cffffd100Порада:|r Ви можете увімкнути відображення другорядної цілі, клацнувши правою кнопкою миші на її портреті, і дозволити переміщення вікна цілі в будь-яке місце екрана.",,,,,,,,0xFF01FE,
461,"|cffffd100Порада:|r Ви можете порівняти свої досягнення з досягненнями інших гравців.",,,,,,,,"|cffffd100Порада:|r Ви можете порівняти свої досягнення з досягненнями інших гравців.",,,,,,,,0xFF01FE,
463,"|cffffd100Порада:|r За допомогою параметра ""Бій"" у меню налаштування інтерфейсу можна переключити напрямок заклинань із себе на запам'ятовувану мету.",,,,,,,,"|cffffd100Порада:|r За допомогою параметра ""Бій"" у меню налаштування інтерфейсу можна переключити напрямок заклинань із себе на запам'ятовувану мету.",,,,,,,,0xFF01FE,
471,"|cffffd100Порада:|r Святилище - це місто, в якому заборонені битви між гравцями: наприклад, Шаттрат і Даларан.",,,,,,,,"|cffffd100Порада:|r Святилище - це місто, в якому заборонені битви між гравцями: наприклад, Шаттрат і Даларан.",,,,,,,,0xFF01FE,
472,"|cffffd100Порада:|r Поліпшивши стосунки з фракцією, ви можете отримати нові завдання або товари в її представників.",,,,,,,,"|cffffd100Порада:|r Поліпшивши стосунки з фракцією, ви можете отримати нові завдання або товари в її представників.",,,,,,,,0xFF01FE,
473,"|cffffd100Порада:|r У календарі відображається час скидання збережених рейдів.",,,,,,,,"|cffffd100Порада:|r У календарі відображається час скидання збережених рейдів.",,,,,,,,0xFF01FE,
474,"|cffffd100Порада:|r На відміну від гравців, істоти не можуть наносити критичної шкоди заклинаннями.",,,,,,,,"|cffffd100Порада:|r На відміну від гравців, істоти не можуть наносити критичної шкоди заклинаннями.",,,,,,,,0xFF01FE,
475,"|cffffd100Порада:|r На відміну від гравців, істоти можуть ухилятися від атак ззаду. Ні ті, ні інші не можуть парирувати атаки зі спини.",,,,,,,,"|cffffd100Порада:|r На відміну від гравців, істоти можуть ухилятися від атак ззаду. Ні ті, ні інші не можуть парирувати атаки зі спини.",,,,,,,,0xFF01FE,
479,"|cffffd100Порада:|r Ви можете активувати функцію управління екіпіруванням у налаштуваннях інтерфейсу, щоб швидко перемикатися між часто використовуваними комплектами обмундирування.",,,,,,,,"|cffffd100Порада:|r Ви можете активувати функцію управління екіпіруванням у налаштуваннях інтерфейсу, щоб швидко перемикатися між часто використовуваними комплектами обмундирування.",,,,,,,,0xFF01FE,
480,"|cffffd100Порада:|r Досягнувши 40-го рівня, ви можете навчитися подвійної спеціалізації у наставника свого класу. Це дозволить вам перемикатися між двома розкладками талантів, символів і панелей команд.",,,,,,,,"|cffffd100Порада:|r Досягнувши 40-го рівня, ви можете навчитися подвійної спеціалізації у наставника свого класу. Це дозволить вам перемикатися між двома розкладками талантів, символів і панелей команд.",,,,,,,,0xFF01FE,
481,"|cffffd100Порада:|r Ви можете налаштувати відображення рамок команди супротивника на арені, щоб бачити портрети супротивників під час бою.",,,,,,,,"|cffffd100Порада:|r Ви можете налаштувати відображення рамок команди супротивника на арені, щоб бачити портрети супротивників під час бою.",,,,,,,,0xFF01FE,
482,"|cffffd100Порада:|r У налаштуваннях інтерфейсу є можливість увімкнути попередній перегляд талантів. Ця функція дозволяє випробувати різні варіанти розподілу очок талантів перед збереженням змін.",,,,,,,,"|cffffd100Порада:|r У налаштуваннях інтерфейсу є можливість увімкнути попередній перегляд талантів. Ця функція дозволяє випробувати різні варіанти розподілу очок талантів перед збереженням змін.",,,,,,,,0xFF01FE,
483,"|cffffd100Порада:|r Якщо натиснути клавішу Alt, навівши вказівник миші на комірку у вікні персонажа, з'явиться список речей, які можна помістити в цю комірку.",,,,,,,,"|cffffd100Порада:|r Якщо натиснути клавішу Alt, навівши вказівник миші на комірку у вікні персонажа, з'явиться список речей, які можна помістити в цю комірку.",,,,,,,,0xFF01FE,
489,"|cffffd100Порада:|r Якщо смужка заклинання супротивника позначена знаком щита, ви не зможете перервати його прочитання своїми здібностями.",,,,,,,,"|cffffd100Порада:|r Якщо смужка заклинання супротивника позначена знаком щита, ви не зможете перервати його прочитання своїми здібностями.",,,,,,,,0xFF01FE,
490,"|cffffd100Порада:|r Гільдія може планувати події, користуючись ігровим календарем. Ви можете підписуватися на події самі, а не чекати запрошення.",,,,,,,,"|cffffd100Порада:|r Гільдія може планувати події, користуючись ігровим календарем. Ви можете підписуватися на події самі, а не чекати запрошення.",,,,,,,,0xFF01FE,
491,"|cffffd100Порада:|r Коли функція автозаповнення пропонує вам імена персонажів, ви можете вибрати ім'я в списку за допомогою клавіш Tab або Shift + Tab.",,,,,,,,"|cffffd100Порада:|r Коли функція автозаповнення пропонує вам імена персонажів, ви можете вибрати ім'я в списку за допомогою клавіш Tab або Shift + Tab.",,,,,,,,0xFF01FE,
500,"|cffffd100Порада:|r Переконайтеся, що ви перебуваєте на офіційному сайті Blizzard, перш ніж вказувати дані свого облікового запису.",,,,,,,,"|cffffd100Порада:|r Переконайтеся, що ви перебуваєте на офіційному сайті Blizzard, перш ніж вказувати дані свого облікового запису.",,,,,,,,0xFF01FE,
501,"|cffffd100Порада:|r Зворотна адреси електронних листів від компанії Blizzard завжди закінчується на blizzard.com або battle.net.",,,,,,,,"|cffffd100Порада:|r Зворотна адреси електронних листів від компанії Blizzard завжди закінчується на blizzard.com або battle.net.",,,,,,,,0xFF01FE,
502,"|cffffd100Порада:|r Для захисту від шкідливих програм і клавіатурних шпигунів ви можете безкоштовно завантажити відповідні утиліти та періодично виконувати перевірку вашого комп'ютера.",,,,,,,,"|cffffd100Порада:|r Для захисту від шкідливих програм і клавіатурних шпигунів ви можете безкоштовно завантажити відповідні утиліти та періодично виконувати перевірку вашого комп'ютера.",,,,,,,,0xFF01FE,
503,"|cffffd100Порада:|r Щоб отримати доступ до додаткових функцій і можливостей, об'єднайте обліковий запис World of Warcraft з обліковим записом Blizzard Battle.net.",,,,,,,,"|cffffd100Порада:|r Щоб отримати доступ до додаткових функцій і можливостей, об'єднайте обліковий запис World of Warcraft з обліковим записом Blizzard Battle.net.",,,,,,,,0xFF01FE,
504,"|cffffd100Порада:|r Використання 2FA (двофакторна авторизація), наприклад через додаток Authenticator, допоможе захистити обліковий запис World of Warcraft від крадіжки.",,,,,,,,"|cffffd100Порада:|r Використання 2FA (двофакторна авторизація), наприклад через додаток Authenticator, допоможе захистити обліковий запис World of Warcraft від крадіжки.",,,,,,,,0xFF01FE,
505,"|cffffd100Порада:|r Щоб уникнути крадіжки облікового запису, не авторизуйтеся в World of Warcraft на комп'ютерах із громадським доступом, оскільки вони можуть бути заражені шкідливими програмами.",,,,,,,,"|cffffd100Порада:|r Щоб уникнути крадіжки облікового запису, не авторизуйтеся в World of Warcraft на комп'ютерах із громадським доступом, оскільки вони можуть бути заражені шкідливими програмами.",,,,,,,,0xFF01FE,
506,"|cffffd100Порада:|r Остерігайтеся неофіційних сайтів, що пропонують платні послуги, пов'язані з World of Warcraft. Такі сайти можуть поширювати шкідливі програми, що сприяють крадіжкам облікових записів.",,,,,,,,"|cffffd100Порада:|r Остерігайтеся неофіційних сайтів, що пропонують платні послуги, пов'язані з World of Warcraft. Такі сайти можуть поширювати шкідливі програми, що сприяють крадіжкам облікових записів.",,,,,,,,0xFF01FE,
507,"|cffffd100Порада:|r Щоб уникнути крадіжки облікового запису, не використовуйте додатки для браузерів, які дозволяють запуск скриптів у фоновому режимі.",,,,,,,,"|cffffd100Порада:|r Щоб уникнути крадіжки облікового запису, не використовуйте додатки для браузерів, які дозволяють запуск скриптів у фоновому режимі.",,,,,,,,0xFF01FE,
508,"|cffffd100Порада:|r Місцезнаходження завдань і персонажів, які їх виконують, позначені на карті.",,,,,,,,"|cffffd100Порада:|r Місцезнаходження завдань і персонажів, які їх виконують, позначені на карті.",,,,,,,,0xFF01FE,
509,"|cffffd100Порада:|r Ви можете отримати нагороди за проходження випадкових підземель, знайдених за допомогою системи пошуку підземель. Проходити їх можна разом із друзями або в групі, зібраній за допомогою пошуку підземель.",,,,,,,,"|cffffd100Порада:|r Ви можете отримати нагороди за проходження випадкових підземель, знайдених за допомогою системи пошуку підземель. Проходити їх можна разом із друзями або в групі, зібраній за допомогою пошуку підземель.",,,,,,,,0xFF01FE,
510,"|cffffd100Порада:|r Якщо маєте інформацію про помилки в перекладі інтерфейсу - повідомте про це автора.",,,,,,,,"|cffffd100Порада:|r Якщо маєте інформацію про помилки в перекладі інтерфейсу - повідомте про це автора.",,,,,,,,0xFF01FE,
511,"|cffffd100Порада:|r В грі є цікава команда для РЛів - /ау .",,,,,,,,"|cffffd100Порада:|r В грі є цікава команда для РЛів - /ау .",,,,,,,,0xFF01FE,
