long,None,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,
312,,,,,,,,,"%s ложится.",,,,,,,,0xFF01FE,
313,,,,,,,,,"Вы ложитесь.",,,,,,,,0xFF01FE,
314,,,,,,,,,"%s массирует плечи |3-2(%s).",,,,,,,,0xFF01FE,
315,,,,,,,,,"%s растирает вам плечи.",,,,,,,,0xFF01FE,
316,,,,,,,,,"Вы массируете плечи |3-2(%s).",,,,,,,,0xFF01FE,
317,,,,,,,,,"|3-2(%s) нужен массаж!",,,,,,,,0xFF01FE,
318,,,,,,,,,"Вам нужен массаж!",,,,,,,,0xFF01FE,
319,,,,,,,,,"%s призывно стонет перед |3-4(%s).",,,,,,,,0xFF01FE,
320,,,,,,,,,"%s призывно стонет перед вами.",,,,,,,,0xFF01FE,
321,,,,,,,,,"Вы призывно стонете перед |3-4(%s).",,,,,,,,0xFF01FE,
322,,,,,,,,,"%s призывно стонет.",,,,,,,,0xFF01FE,
323,,,,,,,,,"Вы призывно стонете.",,,,,,,,0xFF01FE,
324,,,,,,,,,"%s снимает штаны и показывает зад |3-2(%s).",,,,,,,,0xFF01FE,
325,,,,,,,,,"%s снимает штаны и показывает вам зад.",,,,,,,,0xFF01FE,
326,,,,,,,,,"Вы снимаете штаны и показываете зад |3-2(%s).",,,,,,,,0xFF01FE,
327,,,,,,,,,"%s снимает штаны и показывает всем зад.",,,,,,,,0xFF01FE,
328,,,,,,,,,"Вы снимаете штаны и показываете всем зад.",,,,,,,,0xFF01FE,
329,,,,,,,,,"%s показывает голый зад |3-2(%s).",,,,,,,,0xFF01FE,
330,,,,,,,,,"%s снимает штаны и показывает вам зад.",,,,,,,,0xFF01FE,
331,,,,,,,,,"%s снимает штаны и показывает всем зад.",,,,,,,,0xFF01FE,
332,,,,,,,,,"В глубоком молчании %s скорбит о смерти |3-1(%s).",,,,,,,,0xFF01FE,
333,,,,,,,,,"В глубоком молчании %s скорбит о вашей смерти.",,,,,,,,0xFF01FE,
334,,,,,,,,,"В глубоком молчании вы скорбите о гибели |3-1(%s).",,,,,,,,0xFF01FE,
335,,,,,,,,,"В глубоком молчании %s скорбит по погибшим.",,,,,,,,0xFF01FE,
336,,,,,,,,,"В глубоком молчании вы скорбите о павших.",,,,,,,,0xFF01FE,
337,,,,,,,,,"%s говорит |3-2(%s): ""НЕТ! Этому не бывать!""",,,,,,,,0xFF01FE,
338,,,,,,,,,"%s говорит вам: ""НЕТ. Этому не бывать!""",,,,,,,,0xFF01FE,
339,,,,,,,,,"Вы отвечаете |3-2(%s): ""НЕТ! Этому не бывать!""",,,,,,,,0xFF01FE,
340,,,,,,,,,"%s твердо заявляет: ""НЕТ!""",,,,,,,,0xFF01FE,
341,,,,,,,,,"Вы твердо заявляете: ""НЕТ!""",,,,,,,,0xFF01FE,
342,,,,,,,,,"%s кивает |3-2(%s).",,,,,,,,0xFF01FE,
343,,,,,,,,,"%s кивает вам.",,,,,,,,0xFF01FE,
344,,,,,,,,,"Вы киваете |3-2(%s).",,,,,,,,0xFF01FE,
345,,,,,,,,,"%s кивает.",,,,,,,,0xFF01FE,
346,,,,,,,,,"Вы киваете.",,,,,,,,0xFF01FE,
347,,,,,,,,,"%s выковыривает из носу козявку и показывает ее |3-2(%s).",,,,,,,,0xFF01FE,
348,,,,,,,,,"%s достает из носа козявку и показывает вам.",,,,,,,,0xFF01FE,
349,,,,,,,,,"Вы достаете из носу козявку и показываете ее |3-2(%s).",,,,,,,,0xFF01FE,
350,,,,,,,,,"%s коротает время, копаясь в носу.",,,,,,,,0xFF01FE,
351,,,,,,,,,"Вы коротаете время, ковыряясь в носу.",,,,,,,,0xFF01FE,
352,,,,,,,,,"%s выковыривает из носа козявку и показывает |3-2(%s).",,,,,,,,0xFF01FE,
353,,,,,,,,,"%s достает из носа козявку и показывает вам.",,,,,,,,0xFF01FE,
354,,,,,,,,,"%s бросает взгляд на |3-3(%s) и впадает в панику.",,,,,,,,0xFF01FE,
355,,,,,,,,,"%s бросает на вас взгляд и впадает в панику.",,,,,,,,0xFF01FE,
356,,,,,,,,,"Вы бросаете взгляд на |3-3(%s) и впадаете в панику.",,,,,,,,0xFF01FE,
357,,,,,,,,,"%s бегает кругами в паническом ужасе.",,,,,,,,0xFF01FE,
358,,,,,,,,,"Вы в панике бегаете кругами.",,,,,,,,0xFF01FE,
359,,,,,,,,,"%s испытующе смотрит на |3-3(%s).",,,,,,,,0xFF01FE,
360,,,,,,,,,"%s испытующе смотрит на вас.",,,,,,,,0xFF01FE,
361,,,,,,,,,"Вы испытующе смотрите на |3-3(%s).",,,,,,,,0xFF01FE,
362,,,,,,,,,"%s внимательно осматривается.",,,,,,,,0xFF01FE,
363,,,,,,,,,"Вы внимательно осматриваетесь.",,,,,,,,0xFF01FE,
364,,,,,,,,,"%s умоляет |3-3(%s).",,,,,,,,0xFF01FE,
365,,,,,,,,,"%s умоляет вас.",,,,,,,,0xFF01FE,
366,,,,,,,,,"Вы умоляете |3-3(%s).",,,,,,,,0xFF01FE,
367,,,,,,,,,"%s падает на колени в отчаянной мольбе.",,,,,,,,0xFF01FE,
368,,,,,,,,,"Вы падаете на колени в отчаянной мольбе.",,,,,,,,0xFF01FE,
369,,,,,,,,,"%s падает на колени в отчаянной мольбе.",,,,,,,,0xFF01FE,
370,,,,,,,,,"%s показывает на |3-3(%s).",,,,,,,,0xFF01FE,
371,,,,,,,,,"%s показывает на вас.",,,,,,,,0xFF01FE,
372,,,,,,,,,"Вы показываете на |3-3(%s).",,,,,,,,0xFF01FE,
373,,,,,,,,,"%s показывает в ту сторону.",,,,,,,,0xFF01FE,
374,,,,,,,,,"Вы показываете в ту сторону.",,,,,,,,0xFF01FE,
375,,,,,,,,,"%s пихает |3-3(%s) локтем. Эй!",,,,,,,,0xFF01FE,
376,,,,,,,,,"%s пихает вас локтем. Эй!",,,,,,,,0xFF01FE,
377,,,,,,,,,"Вы пихаете в бок |3-3(%s). Эй!",,,,,,,,0xFF01FE,
378,,,,,,,,,"%s тычет себя в живот и хихикает.",,,,,,,,0xFF01FE,
379,,,,,,,,,"Вы тыкаете себя в живот и хихикаете.",,,,,,,,0xFF01FE,
380,,,,,,,,,"%s тычет себя в живот и хихикает.",,,,,,,,0xFF01FE,
381,,,,,,,,,"%s молится за |3-3(%s).",,,,,,,,0xFF01FE,
382,,,,,,,,,"%s молится за вас.",,,,,,,,0xFF01FE,
383,,,,,,,,,"Вы молитесь за |3-3(%s).",,,,,,,,0xFF01FE,
384,,,,,,,,,"%s молится богам.",,,,,,,,0xFF01FE,
385,,,,,,,,,"Вы молитесь богам.",,,,,,,,0xFF01FE,
386,,,,,,,,,"%s бешено рычит на |3-3(%s). Вот это ярость!",,,,,,,,0xFF01FE,
387,,,,,,,,,"%s бешено рычит на вас. Какая ярость!",,,,,,,,0xFF01FE,
388,,,,,,,,,"Вы в бешенстве рычите на |3-3(%s). Вот это ярость!",,,,,,,,0xFF01FE,
389,,,,,,,,,"%s бешено рычит. Вот это ярость!",,,,,,,,0xFF01FE,
390,,,,,,,,,"Вы бешено рычите. Какая ярость!",,,,,,,,0xFF01FE,
391,,,,,,,,,"%s катается от смеха по полу, глядя на |3-3(%s).",,,,,,,,0xFF01FE,
392,,,,,,,,,"%s катается по полу от смеха при виде вас.",,,,,,,,0xFF01FE,
393,,,,,,,,,"Вы катаетесь от смеха по полу, глядя на |3-3(%s).",,,,,,,,0xFF01FE,
394,,,,,,,,,"%s катается по полу от смеха.",,,,,,,,0xFF01FE,
395,,,,,,,,,"Вы катаетесь по полу от смеха.",,,,,,,,0xFF01FE,
396,,,,,,,,,"%s делает неприличный жест в сторону |3-1(%s).",,,,,,,,0xFF01FE,
397,,,,,,,,,"%s делает в вашу сторону неприличный жест.",,,,,,,,0xFF01FE,
398,,,,,,,,,"Вы делаете неприличный жест в сторону |3-1(%s).",,,,,,,,0xFF01FE,
399,,,,,,,,,"%s делает неприличный жест.",,,,,,,,0xFF01FE,
400,,,,,,,,,"Вы делаете неприличный жест.",,,,,,,,0xFF01FE,
401,,,,,,,,,"%s отдает честь |3-2(%s).",,,,,,,,0xFF01FE,
402,,,,,,,,,"%s почтительно отдает вам честь.",,,,,,,,0xFF01FE,
403,,,,,,,,,"Вы почтительно отдаете честь |3-2(%s).",,,,,,,,0xFF01FE,
404,,,,,,,,,"%s становится навытяжку и отдает честь.",,,,,,,,0xFF01FE,
405,,,,,,,,,"Вы становитесь навытяжку и отдаете честь.",,,,,,,,0xFF01FE,
406,,,,,,,,,"%s чешет |3-3(%s). Как котяво!",,,,,,,,0xFF01FE,
407,,,,,,,,,"%s чешет вас. Как котяво!",,,,,,,,0xFF01FE,
408,,,,,,,,,"Вы чешете |3-3(%s). Как котяво!",,,,,,,,0xFF01FE,
409,,,,,,,,,"%s чешется. Полегчало!",,,,,,,,0xFF01FE,
410,,,,,,,,,"Вы чешетесь. Полегчало!",,,,,,,,0xFF01FE,
411,,,,,,,,,"%s чешется. Ну вот, теперь гораздо лучше.",,,,,,,,0xFF01FE,
412,,,,,,,,,"%s считает, что %s – сама сексуальность.",,,,,,,,0xFF01FE,
413,,,,,,,,,"%s думает, что вы – сама сексуальность.",,,,,,,,0xFF01FE,
414,,,,,,,,,"Вы думаете, что %s – сама сексуальность.",,,,,,,,0xFF01FE,
415,,,,,,,,,"%s слишком сексуален... Невыносимо!",,,,,,,,0xFF01FE,
416,,,,,,,,,"Вы чересчур сексуальны... прямо невыносимо!",,,,,,,,0xFF01FE,
417,,,,,,,,,"%s слишком сексуальна... прямо невыносимо!",,,,,,,,0xFF01FE,
418,,,,,,,,,"%s вертит задом перед |3-4(%s).",,,,,,,,0xFF01FE,
419,,,,,,,,,"%s вертит задом перед вами.",,,,,,,,0xFF01FE,
420,,,,,,,,,"Вы вертите задом перед |3-4(%s).",,,,,,,,0xFF01FE,
421,,,,,,,,,"%s вертит задом.",,,,,,,,0xFF01FE,
422,,,,,,,,,"Вы вертите задом.",,,,,,,,0xFF01FE,
423,,,,,,,,,"%s вертит задом перед |3-4(%s).",,,,,,,,0xFF01FE,
424,,,,,,,,,"%s вертит задом перед вами.",,,,,,,,0xFF01FE,
425,,,,,,,,,"%s вертит задом.",,,,,,,,0xFF01FE,
426,,,,,,,,,"%s кричит на |3-3(%s).",,,,,,,,0xFF01FE,
427,,,,,,,,,"%s кричит на вас.",,,,,,,,0xFF01FE,
428,,,,,,,,,"Вы кричите на |3-3(%s).",,,,,,,,0xFF01FE,
429,,,,,,,,,"%s кричит.",,,,,,,,0xFF01FE,
430,,,,,,,,,"Вы кричите.",,,,,,,,0xFF01FE,
431,,,,,,,,,"%s пожимает плечами в ответ |3-2(%s). Кто знает?",,,,,,,,0xFF01FE,
432,,,,,,,,,"%s пожимает плечами. Кто знает?",,,,,,,,0xFF01FE,
433,,,,,,,,,"Вы пожимаете плечами в ответ |3-2(%s). Кто знает?",,,,,,,,0xFF01FE,
434,,,,,,,,,"%s пожимает плечами. Кто знает?",,,,,,,,0xFF01FE,
435,,,,,,,,,"Вы пожимаете плечами. Кто знает?",,,,,,,,0xFF01FE,
436,,,,,,,,,"%s застенчиво улыбается |3-2(%s).",,,,,,,,0xFF01FE,
437,,,,,,,,,"%s застенчиво улыбается вам.",,,,,,,,0xFF01FE,
438,,,,,,,,,"Вы застенчиво улыбаетесь |3-2(%s).",,,,,,,,0xFF01FE,
439,,,,,,,,,"%s смущенно улыбается.",,,,,,,,0xFF01FE,
440,,,,,,,,,"Вы застенчиво улыбаетесь.",,,,,,,,0xFF01FE,
441,,,,,,,,,"%s вздыхает, глядя на |3-3(%s).",,,,,,,,0xFF01FE,
442,,,,,,,,,"%s вздыхает, глядя на вас.",,,,,,,,0xFF01FE,
443,,,,,,,,,"Вы вздыхаете, глядя на |3-3(%s).",,,,,,,,0xFF01FE,
444,,,,,,,,,"%s испускает долгий, усталый вздох.",,,,,,,,0xFF01FE,
445,,,,,,,,,"Вы испускаете долгий, усталый вздох.",,,,,,,,0xFF01FE,
446,,,,,,,,,"",,,,,,,,0xFF01FC,
447,,,,,,,,,"",,,,,,,,0xFF01FC,
448,,,,,,,,,"%s засыпает. Хррррррр.",,,,,,,,0xFF01FE,
449,,,,,,,,,"Вы засыпаете. Хррррр...",,,,,,,,0xFF01FE,
450,,,,,,,,,"%s скалится и ворчит на |3-3(%s).",,,,,,,,0xFF01FE,
451,,,,,,,,,"%s скалится и ворчит на вас.",,,,,,,,0xFF01FE,
452,,,,,,,,,"Вы скалитесь и ворчите на |3-3(%s).",,,,,,,,0xFF01FE,
453,,,,,,,,,"%s скалится и рычит.",,,,,,,,0xFF01FE,
454,,,,,,,,,"Вы скалитесь и ворчите.",,,,,,,,0xFF01FE,
455,,,,,,,,,"%s скалится и рычит на |3-3(%s).",,,,,,,,0xFF01FE,
456,,,,,,,,,"%s скалится и рычит на вас.",,,,,,,,0xFF01FE,
457,,,,,,,,,"%s скалится и ворчит.",,,,,,,,0xFF01FE,
458,,,,,,,,,"%s плюет в |3-3(%s).",,,,,,,,0xFF01FE,
459,,,,,,,,,"%s плюет в вас.",,,,,,,,0xFF01FE,
460,,,,,,,,,"Вы плюете в |3-3(%s).",,,,,,,,0xFF01FE,
461,,,,,,,,,"%s плюет на землю.",,,,,,,,0xFF01FE,
462,,,,,,,,,"Вы плюете на землю.",,,,,,,,0xFF01FE,
463,,,,,,,,,"%s меряет взглядом |3-3(%s).",,,,,,,,0xFF01FE,
464,,,,,,,,,"%s меряет вас взглядом.",,,,,,,,0xFF01FE,
465,,,,,,,,,"Вы меряете взглядом |3-3(%s).",,,,,,,,0xFF01FE,
466,,,,,,,,,"%s смотрит куда-то вдаль.",,,,,,,,0xFF01FE,
467,,,,,,,,,"Вы пристально смотрите вдаль.",,,,,,,,0xFF01FE,
468,,,,,,,,,"%s в недоумении от действий |3-1(%s).",,,,,,,,0xFF01FE,
469,,,,,,,,,"|3-3(%s) удивляют ваши действия.",,,,,,,,0xFF01FE,
470,,,,,,,,,"Вы удивлены действиями |3-1(%s).",,,,,,,,0xFF01FE,
471,,,,,,,,,"%s в таком удивлении!",,,,,,,,0xFF01FE,
472,,,,,,,,,"Вы так удивлены!",,,,,,,,0xFF01FE,
473,,,,,,,,,"%s сдается |3-2(%s). Тяжела горечь поражения...",,,,,,,,0xFF01FE,
474,,,,,,,,,"%s сдается вам. Тяжела горечь поражения...",,,,,,,,0xFF01FE,
475,,,,,,,,,"Вы сдаетесь |3-2(%s). Тяжела горечь поражения...",,,,,,,,0xFF01FE,
476,,,,,,,,,"%s сдается на милость победителей.",,,,,,,,0xFF01FE,
477,,,,,,,,,"Вы сдаетесь на милость победителей.",,,,,,,,0xFF01FE,
478,,,,,,,,,"%s сдается на милость победителей.",,,,,,,,0xFF01FE,
479,,,,,,,,,"%s хочет поговорить о делах с |3-4(%s).",,,,,,,,0xFF01FE,
480,,,,,,,,,"%s хочет обсудить ситуацию с вами.",,,,,,,,0xFF01FE,
481,,,,,,,,,"Вы хотите обсудить дела с |3-4(%s).",,,,,,,,0xFF01FE,
482,,,,,,,,,"%s разговаривает сам с собой. Остальным неинтересно...",,,,,,,,0xFF01FE,
483,,,,,,,,,"Вы разговариваете сами с собой, поскольку остальные вас не слушают.",,,,,,,,0xFF01FE,
484,,,,,,,,,"%s разговаривает сама с собой, поскольку остальные не слушают.",,,,,,,,0xFF01FE,
485,,,,,,,,,"%s оживленно разговаривает с |3-4(%s).",,,,,,,,0xFF01FE,
486,,,,,,,,,"%s возбужденно разговаривает с вами.",,,,,,,,0xFF01FE,
487,,,,,,,,,"Вы возбужденно разговариваете с |3-4(%s).",,,,,,,,0xFF01FE,
488,,,,,,,,,"%s возбужденно разговаривает со всеми вокруг.",,,,,,,,0xFF01FE,
489,,,,,,,,,"Вы возбужденно говорите со всеми вокруг.",,,,,,,,0xFF01FE,
490,,,,,,,,,"%s спрашивает |3-3(%s).",,,,,,,,0xFF01FE,
491,,,,,,,,,"%s спрашивает вас.",,,,,,,,0xFF01FE,
492,,,,,,,,,"Вы спрашиваете |3-3(%s).",,,,,,,,0xFF01FE,
493,,,,,,,,,"%s хочет познать смысл жизни.",,,,,,,,0xFF01FE,
494,,,,,,,,,"Вы хотите познать смысл жизни.",,,,,,,,0xFF01FE,
495,,,,,,,,,"%s притопывает ногой в ожидании |3-1(%s).",,,,,,,,0xFF01FE,
496,,,,,,,,,"%s притопывает ногой в ожидании вас.",,,,,,,,0xFF01FE,
497,,,,,,,,,"Вы притопываете ногой в ожидании |3-1(%s).",,,,,,,,0xFF01FE,
498,,,,,,,,,"%s притопывает ногой. Ну, побыстрее!",,,,,,,,0xFF01FE,
499,,,,,,,,,"Вы притопываете ногой. Ну, быстрее же!",,,,,,,,0xFF01FE,
500,,,,,,,,,"%s притопывает ногой в ожидании |3-1(%s).",,,,,,,,0xFF01FE,
501,,,,,,,,,"%s притопывает ногой в ожидании вас.",,,,,,,,0xFF01FE,
502,,,,,,,,,"%s притопывает ногой. Ну побыстрее!",,,,,,,,0xFF01FE,
503,,,,,,,,,"%s благодарит |3-3(%s).",,,,,,,,0xFF01FE,
504,,,,,,,,,"%s благодарит вас.",,,,,,,,0xFF01FE,
505,,,,,,,,,"Вы благодарите |3-3(%s).",,,,,,,,0xFF01FE,
506,,,,,,,,,"%s благодарит всех.",,,,,,,,0xFF01FE,
507,,,,,,,,,"Вы благодарите всех.",,,,,,,,0xFF01FE,
508,,,,,,,,,"%s угрожает |3-2(%s) гневом судьбы.",,,,,,,,0xFF01FE,
509,,,,,,,,,"%s пророчит вам кару небесную.",,,,,,,,0xFF01FE,
510,,,,,,,,,"Вы пророчите |3-2(%s) кару небесную.",,,,,,,,0xFF01FE,
511,,,,,,,,,"%s пророчит всем кару небесную.",,,,,,,,0xFF01FE,
512,,,,,,,,,"Вы пророчите всем кару небесную.",,,,,,,,0xFF01FE,
513,,,,,,,,,"%s показывает |3-2(%s), что он устал.",,,,,,,,0xFF01FE,
514,,,,,,,,,"%s показывает вам, что устал.",,,,,,,,0xFF01FE,
515,,,,,,,,,"Вы показываете |3-2(%s), что устали.",,,,,,,,0xFF01FE,
516,,,,,,,,,"%s показывает всем, что он устал.",,,,,,,,0xFF01FE,
517,,,,,,,,,"Вы показываете всем, что устали.",,,,,,,,0xFF01FE,
518,,,,,,,,,"%s показывает |3-2(%s), что она устала.",,,,,,,,0xFF01FE,
519,,,,,,,,,"%s показывает вам, что она устала.",,,,,,,,0xFF01FE,
520,,,,,,,,,"%s показывает всем, что она устала.",,,,,,,,0xFF01FE,
521,,,,,,,,,"%s упивается славой вместе с |3-4(%s).",,,,,,,,0xFF01FE,
522,,,,,,,,,"%s вместе с вами упивается победой.",,,,,,,,0xFF01FE,
523,,,,,,,,,"Вы упиваетесь славой вместе с |3-4(%s).",,,,,,,,0xFF01FE,
524,,,,,,,,,"%s упивается победой.",,,,,,,,0xFF01FE,
525,,,,,,,,,"Вы упиваетесь победой.",,,,,,,,0xFF01FE,
526,,,,,,,,,"%s машет рукой |3-2(%s).",,,,,,,,0xFF01FE,
527,,,,,,,,,"%s машет вам рукой.",,,,,,,,0xFF01FE,
528,,,,,,,,,"Вы машете рукой |3-2(%s).",,,,,,,,0xFF01FE,
529,,,,,,,,,"%s машет рукой.",,,,,,,,0xFF01FE,
530,,,,,,,,,"Вы машете рукой.",,,,,,,,0xFF01FE,
531,,,,,,,,,"%s приветствует |3-1(%s).",,,,,,,,0xFF01FE,
532,,,,,,,,,"%s приветствует вас.",,,,,,,,0xFF01FE,
533,,,,,,,,,"Вы приветствуете |3-1(%s).",,,,,,,,0xFF01FE,
534,,,,,,,,,"%s уверяет всех, что это был сущий пустяк.",,,,,,,,0xFF01FE,
535,,,,,,,,,"Вы здороваетесь со всеми.",,,,,,,,0xFF01FE,
536,,,,,,,,,"%s жалобно скулит перед |3-4(%s).",,,,,,,,0xFF01FE,
537,,,,,,,,,"%s жалобно скулит перед вами.",,,,,,,,0xFF01FE,
538,,,,,,,,,"Вы жалобно скулите перед |3-4(%s).",,,,,,,,0xFF01FE,
539,,,,,,,,,"%s жалобно скулит.",,,,,,,,0xFF01FE,
540,,,,,,,,,"Вы жалобно скулите.",,,,,,,,0xFF01FE,
541,,,,,,,,,"%s свистит |3-2(%s).",,,,,,,,0xFF01FE,
542,,,,,,,,,"%s свистит вам.",,,,,,,,0xFF01FE,
543,,,,,,,,,"Вы свистите |3-2(%s).",,,,,,,,0xFF01FE,
544,,,,,,,,,"%s пронзительно свистит.",,,,,,,,0xFF01FE,
545,,,,,,,,,"Вы пронзительно свистите.",,,,,,,,0xFF01FE,
546,,,,,,,,,"%s работает с |3-4(%s).",,,,,,,,0xFF01FE,
547,,,,,,,,,"%s работает с вами.",,,,,,,,0xFF01FE,
548,,,,,,,,,"Вы работаете с |3-4(%s).",,,,,,,,0xFF01FE,
549,,,,,,,,,"%s начинает работать.",,,,,,,,0xFF01FE,
550,,,,,,,,,"Вы приступаете к работе.",,,,,,,,0xFF01FE,
551,,,,,,,,,"%s сонно зевает, глядя на |3-3(%s).",,,,,,,,0xFF01FE,
552,,,,,,,,,"%s лениво зевает вам в лицо.",,,,,,,,0xFF01FE,
553,,,,,,,,,"Вы лениво зеваете, глядя на |3-3(%s).",,,,,,,,0xFF01FE,
554,,,,,,,,,"%s сонно зевает.",,,,,,,,0xFF01FE,
555,,,,,,,,,"Вы сонно зеваете.",,,,,,,,0xFF01FE,
556,,,,,,,,,"%s изумленно смотрит на |3-3(%s).",,,,,,,,0xFF01FE,
557,,,,,,,,,"%s изумленно смотрит на вас.",,,,,,,,0xFF01FE,
558,,,,,,,,,"Вы изумленно смотрите на |3-3(%s).",,,,,,,,0xFF01FE,
559,,,,,,,,,"%s разводит руками в замешательстве.",,,,,,,,0xFF01FE,
560,,,,,,,,,"Вы не знаете, что делать в этой ситуации.",,,,,,,,0xFF01FE,
561,,,,,,,,,"%s пытается успокоить |3-3(%s).",,,,,,,,0xFF01FE,
562,,,,,,,,,"%s пытается вас успокоить.",,,,,,,,0xFF01FE,
563,,,,,,,,,"Вы пытаетесь успокоить |3-3(%s).",,,,,,,,0xFF01FE,
564,,,,,,,,,"%s сохраняет спокойствие.",,,,,,,,0xFF01FE,
565,,,,,,,,,"Вы сохраняете спокойствие.",,,,,,,,0xFF01FE,
566,,,,,,,,,"%s показывает |3-2(%s), что ему холодно.",,,,,,,,0xFF01FE,
567,,,,,,,,,"%s показывает вам, что ему холодно.",,,,,,,,0xFF01FE,
568,,,,,,,,,"Вы показываете |3-2(%s), что вы замерзли.",,,,,,,,0xFF01FE,
569,,,,,,,,,"%s показывает всем, что ему холодно.",,,,,,,,0xFF01FE,
570,,,,,,,,,"Вы показываете всем, что вам холодно.",,,,,,,,0xFF01FE,
571,,,,,,,,,"%s показывает |3-2(%s), что ей холодно.",,,,,,,,0xFF01FE,
572,,,,,,,,,"%s показывает вам, что ей холодно.",,,,,,,,0xFF01FE,
573,,,,,,,,,"%s показывает всем, что ей холодно.",,,,,,,,0xFF01FE,
574,,,,,,,,,"%s утешает |3-3(%s).",,,,,,,,0xFF01FE,
575,,,,,,,,,"%s утешает вас.",,,,,,,,0xFF01FE,
576,,,,,,,,,"Вы утешаете |3-3(%s).",,,,,,,,0xFF01FE,
577,,,,,,,,,"%s нуждается в утешении.",,,,,,,,0xFF01FE,
578,,,,,,,,,"Вы нуждаетесь в утешении.",,,,,,,,0xFF01FE,
579,,,,,,,,,"%s прижимается к |3-2(%s).",,,,,,,,0xFF01FE,
580,,,,,,,,,"%s прижимается к вам.",,,,,,,,0xFF01FE,
581,,,,,,,,,"Вы прижимаетесь к |3-2(%s).",,,,,,,,0xFF01FE,
582,,,,,,,,,"%s хочет ласки.",,,,,,,,0xFF01FE,
583,,,,,,,,,"Вам хочется ласки.",,,,,,,,0xFF01FE,
584,,,,,,,,,"%s прячется за спину |3-1(%s).",,,,,,,,0xFF01FE,
585,,,,,,,,,"%s прячется за вашу спину.",,,,,,,,0xFF01FE,
586,,,,,,,,,"Вы прячетесь за спину |3-1(%s).",,,,,,,,0xFF01FE,
587,,,,,,,,,"%s ищет укрытие.",,,,,,,,0xFF01FE,
588,,,,,,,,,"Вы ищете укрытие.",,,,,,,,0xFF01FE,
589,,,,,,,,,"%s думает, что %s – отродье пьяного огра.",,,,,,,,0xFF01FE,
590,,,,,,,,,"%s думает, что вы – отродье пьяного огра.",,,,,,,,0xFF01FE,
591,,,,,,,,,"Вы думаете, что %s – отродье пьяного огра.",,,,,,,,0xFF01FE,
592,,,,,,,,,"%s думает, что все вокруг него – отродья пьяного огра.",,,,,,,,0xFF01FE,
593,,,,,,,,,"Вы думаете, что все вокруг отродья пьяного огра.",,,,,,,,0xFF01FE,
594,,,,,,,,,"%s думает, что все вокруг – отродья пьяного огра.",,,,,,,,0xFF01FE,
595,,,,,,,,,"%s представляется |3-2(%s).",,,,,,,,0xFF01FE,
596,,,,,,,,,"%s представляется вам.",,,,,,,,0xFF01FE,
597,,,,,,,,,"Вы представляетесь |3-2(%s).",,,,,,,,0xFF01FE,
598,,,,,,,,,"%s представляется всем.",,,,,,,,0xFF01FE,
599,,,,,,,,,"Вы представляетесь всем.",,,,,,,,0xFF01FE,
600,,,,,,,,,"%s представляется |3-2(%s).",,,,,,,,0xFF01FE,
601,,,,,,,,,"%s представляется вам.",,,,,,,,0xFF01FE,
602,,,,,,,,,"%s представляется всем.",,,,,,,,0xFF01FE,
603,,,,,,,,,"%s показывает |3-2(%s), что это была всего лишь шутка!",,,,,,,,0xFF01FE,
604,,,,,,,,,"%s показывает вам, что он всего лишь пошутил!",,,,,,,,0xFF01FE,
605,,,,,,,,,"Вы показываете |3-2(%s), что это просто шутка!",,,,,,,,0xFF01FE,
606,,,,,,,,,"%s просто шутит!",,,,,,,,0xFF01FE,
607,,,,,,,,,"Вы просто пошутили!",,,,,,,,0xFF01FE,
608,,,,,,,,,"%s дает понять |3-2(%s), что это была всего лишь шутка!",,,,,,,,0xFF01FE,
609,,,,,,,,,"%s показывает, что просто пошутила!",,,,,,,,0xFF01FE,
610,,,,,,,,,"%s облизывает |3-3(%s).",,,,,,,,0xFF01FE,
611,,,,,,,,,"%s облизывает вас.",,,,,,,,0xFF01FE,
612,,,,,,,,,"Вы облизываете |3-3(%s).",,,,,,,,0xFF01FE,
613,,,,,,,,,"%s облизывается.",,,,,,,,0xFF01FE,
614,,,,,,,,,"Вы облизываетесь.",,,,,,,,0xFF01FE,
615,,,,,,,,,"%s облизывается.",,,,,,,,0xFF01FE,
616,,,,,,,,,"%s внимательно слушает |3-3(%s).",,,,,,,,0xFF01FE,
617,,,,,,,,,"%s внимательно слушает вас.",,,,,,,,0xFF01FE,
618,,,,,,,,,"Вы внимательно слушаете |3-3(%s).",,,,,,,,0xFF01FE,
619,,,,,,,,,"%s слушает!",,,,,,,,0xFF01FE,
620,,,,,,,,,"Вы прислушиваетесь.",,,,,,,,0xFF01FE,
621,,,,,,,,,"%s хочет показать |3-2(%s), что он в полном недоумении.",,,,,,,,0xFF01FE,
622,,,,,,,,,"%s хочет показать вам, что он в полной растерянности.",,,,,,,,0xFF01FE,
623,,,,,,,,,"Вы хотите показать |3-2(%s), что вы в полной растерянности.",,,,,,,,0xFF01FE,
624,,,,,,,,,"%s в полном недоумении.",,,,,,,,0xFF01FE,
625,,,,,,,,,"Вы в полном недоумении.",,,,,,,,0xFF01FE,
626,,,,,,,,,"%s хочет объяснить |3-2(%s), что она в полном недоумении.",,,,,,,,0xFF01FE,
627,,,,,,,,,"%s хочет показать вам, что она в полной растерянности.",,,,,,,,0xFF01FE,
628,,,,,,,,,"%s смеется над глупостью |3-1(%s).",,,,,,,,0xFF01FE,
