long,long,long,long,long,long,long,long,long,str,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,long,long,long,long,long,
1922,912,27,8653,1,0,0,0,0,"Предок Златокладезь в Караносе",,,,,,,,"Предок Златокладезь в Караносе",,,,,,,,0xFF01FE,0,0,0,0,1,
1934,913,8,912,0,0,0,0,0,"Предки Східних королівств",,,,,,,,"Предки Східних королівств",,,,,,,,0xFF01FE,0,0,0,0,1,
1991,914,27,8677,1,0,0,0,0,"Предок Темний Ріг в Оргріммарі",,,,,,,,"Предок Темний Ріг в Оргріммарі",,,,,,,,0xFF01FE,0,0,0,0,1,
1999,915,27,8718,1,0,0,0,0,"Предок Швидкий Клинок в Дарнасі",,,,,,,,"Предок Швидкий Клинок в Дарнасі",,,,,,,,0xFF01FE,0,0,0,0,1,
2002,928,45,0,0,0,0,0,0,"",,,,,,,,"",,,,,,,,0xFF01FF,0,0,0,0,1,
2003,937,27,8868,1,0,0,0,0,"Виконайте завдання ""Благословення Елуни""",,,,,,,,"Виконайте завдання ""Благословення Елуни""",,,,,,,,0xFF01FE,2,0,0,0,1,
2004,938,27,12614,1,0,0,0,0,"Материнский гнів",,,,,,,,"Материнский гнів",,,,,,,,0xFF01FE,2,0,0,0,1,
2005,939,27,9852,1,0,0,0,0,"Небезпечний Спорт",,,,,,,,"Небезпечний Спорт",,,,,,,,0xFF01FE,2,0,0,0,1,
2006,940,27,338,1,0,0,0,0,"Зелені Пагорби Тернистої долини",,,,,,,,"Зелені Пагорби Тернистої долини",,,,,,,,0xFF01FE,0,0,0,0,1,
2008,941,8,940,0,0,0,0,0,"Зелені Пагорби Тернистої долини",,,,,,,,"Зелені Пагорби Тернистої долини",,,,,,,,0xFF01FE,0,0,0,0,1,
2011,942,46,576,42000,0,0,0,0,"Звеличення в Фортеці Древобрюхов",,,,,,,,"Звеличення в Фортеці Древобрюхов",,,,,,,,0xFF01FE,0,0,0,0,1,
2014,943,46,576,42000,0,0,0,0,"Звеличення в Фортеці Древобрюхов",,,,,,,,"Звеличення в Фортеці Древобрюхов",,,,,,,,0xFF01FE,0,0,0,0,1,
2017,944,46,576,42000,0,0,0,0,"Звеличення у Древобрюхов",,,,,,,,"Звеличення у Древобрюхов",,,,,,,,0xFF01FE,2,0,0,0,1,
2020,946,46,529,42000,0,0,0,0,"Звеличення у Срібного Світанку",,,,,,,,"Звеличення у Срібного Світанку",,,,,,,,0xFF01FE,2,0,0,0,1,
2022,947,46,1106,42000,0,0,0,0,"Звеличення у Срібного Авангарду",,,,,,,,"Звеличення у Срібного Авангарду",,,,,,,,0xFF01FE,2,0,0,0,1,
2023,945,8,946,0,0,0,0,0,"Срібний Світанок",,,,,,,,"Срібний Світанок",,,,,,,,0xFF01FE,0,0,0,0,1,
2030,948,46,72,42000,0,0,0,0,"Звеличення в Штормвінді",,,,,,,,"Звеличення в Штормвінді",,,,,,,,0xFF01FE,0,0,0,0,1,
2035,949,46,1073,42000,0,0,0,0,"Звеличення у Калу'аков",,,,,,,,"Звеличення у Калу'аков",,,,,,,,0xFF01FE,2,0,0,0,1,
2036,950,46,1104,42000,0,0,0,0,"Звеличення в племені Шаленого Серця",,,,,,,,"Звеличення в племені Шаленого Серця",,,,,,,,0xFF01FE,2,0,0,0,1,
2037,951,46,1105,42000,0,0,0,0,"Звеличення у Оракулів",,,,,,,,"Звеличення у Оракулів",,,,,,,,0xFF01FE,2,0,0,0,1,
2039,952,8,951,0,0,0,0,0,"Оракули",,,,,,,,"Оракули",,,,,,,,0xFF01FE,0,0,0,0,1,
2041,480,0,28684,1,0,0,0,0,"Крик'тир Хранитель Воріт",,,,,,,,"Крик'тир Хранитель Воріт",,,,,,,,0xFF01FE,0,0,0,0,1,
2045,953,46,609,42000,0,0,0,0,"Звеличення в Колі Кенарія",,,,,,,,"Звеличення в Колі Кенарія",,,,,,,,0xFF01FE,0,0,0,0,1,
2048,955,46,749,42000,0,0,0,0,"Звеличення у Гидраксианских Повелителів Вод",,,,,,,,"Звеличення у Гидраксианских Повелителів Вод",,,,,,,,0xFF01FE,2,0,0,0,1,
2049,956,46,910,42000,0,0,0,0,"Звеличення у Рода Ноздорму",,,,,,,,"Звеличення у Рода Ноздорму",,,,,,,,0xFF01FE,2,0,0,0,1,
2050,957,46,270,42000,0,0,0,0,"Звеличення в племені Зандалар",,,,,,,,"Звеличення в племені Зандалар",,,,,,,,0xFF01FE,2,0,0,0,1,
2051,958,46,1012,42000,0,0,0,0,"Звеличення серед Пеплоустов",,,,,,,,"Звеличення серед Пеплоустов",,,,,,,,0xFF01FE,2,0,0,0,1,
2052,959,46,990,42000,0,0,0,0,"Звеличення у Песчаной Чешуи",,,,,,,,"Звеличення у Песчаной Чешуи",,,,,,,,0xFF01FE,2,0,0,0,1,
2053,960,46,967,42000,0,0,0,0,"Звеличення у Аметистового Ока",,,,,,,,"Звеличення у Аметистового Ока",,,,,,,,0xFF01FE,2,0,0,0,1,
2054,961,27,12702,1,0,0,0,0,"Куриная вечеринка",,,,,,,,"Куриная вечеринка",,,,,,,,0xFF01FE,0,0,0,0,1,
2062,962,27,12704,1,0,0,0,0,"Умиротворение Великого каменя дождя",,,,,,,,"Умиротворение Великого каменя дождя",,,,,,,,0xFF01FE,0,0,0,0,1,
2070,288,29,42966,1,0,0,0,0,"Расстроенный животик",,,,,,,,"Расстроенный животик",,,,,,,,0xFF01FE,2,0,0,0,1,
2071,963,27,12345,1,0,0,0,0,"Ашенваль, Астранаар",,,,,,,,"Ашенваль, Астранаар",,,,,,,,0xFF01FE,0,0,0,0,1,
2072,964,24,0,6500,0,0,0,0,"Стрибнути з висоти 65 метрів не розбившись",,,,,,,,"Стрибнути з висоти 65 метрів не розбившись",,,,,,,,0xFF01FE,2,0,0,0,1,
2099,965,27,12396,1,0,0,0,0,"Степи, Кабестан",,,,,,,,"Степи, Кабестан",,,,,,,,0xFF01FE,0,0,0,0,1,
2132,966,27,12332,1,0,0,0,0,"Дан Морог, Каранос",,,,,,,,"Дан Морог, Каранос",,,,,,,,0xFF01FE,0,0,0,0,1,
2145,967,27,12402,1,0,0,0,0,"Східні Чумні Землі, Каплиця Останньої Надії",,,,,,,,"Східні Чумні Землі, Каплиця Останньої Надії",,,,,,,,0xFF01FE,0,0,0,0,1,
2195,969,27,12358,1,0,0,0,0,"Лезокрайські Гори, Сильванаар",,,,,,,,"Лезокрайські Гори, Сильванаар",,,,,,,,0xFF01FE,0,0,0,0,1,
2217,968,27,12394,1,0,0,0,0,"Лезокрайські Гори, деревня Мок'Натал",,,,,,,,"Лезокрайські Гори, деревня Мок'Натал",,,,,,,,0xFF01FE,0,0,0,0,1,
2225,971,8,965,0,0,0,0,0,"""Цукерка або життя"" в Калімдорі",,,,,,,,"""Цукерка або життя"" в Калімдорі",,,,,,,,0xFF01FE,0,0,0,0,1,
2228,970,8,963,0,0,0,0,0,"""Цукерка або життя"" в Калімдорі",,,,,,,,"""Цукерка або життя"" в Калімдорі",,,,,,,,0xFF01FE,0,0,0,0,1,
2231,972,36,37586,1,0,0,0,0,"Пригоршня цукерок",,,,,,,,"Пригоршня цукерок",,,,,,,,0xFF01FE,2,0,0,0,1,
2232,973,14,0,5,0,0,0,0,"Виконайте 5 щоденних завдань",,,,,,,,"Виконайте 5 щоденних завдань",,,,,,,,0xFF01FE,1,0,0,0,1,
2233,974,14,0,50,0,0,0,0,"Виконайте 50 щоденних завдань",,,,,,,,"Виконайте 50 щоденних завдань",,,,,,,,0xFF01FE,1,0,0,0,1,
2234,975,14,0,200,0,0,0,0,"Виконайте 200 щоденних завдань",,,,,,,,"Виконайте 200 щоденних завдань",,,,,,,,0xFF01FE,1,0,0,0,1,
2235,976,14,0,500,0,0,0,0,"Виконайте 500 щоденних завдань",,,,,,,,"Виконайте 500 щоденних завдань",,,,,,,,0xFF01FE,1,0,0,0,1,
2236,977,14,0,1000,0,0,0,0,"Виконайте 1000 щоденних завдань",,,,,,,,"Виконайте 1000 щоденних завдань",,,,,,,,0xFF01FE,1,0,0,0,1,
2239,978,9,0,3000,0,0,0,0,"Виконайте 3000 завдань",,,,,,,,"Виконайте 3000 завдань",,,,,,,,0xFF01FE,1,0,0,0,1,
2260,979,36,34000,1,0,0,0,0,"Тонка маска ельфійки крові",,,,,,,,"Тонка маска ельфійки крові",,,,,,,,0xFF01FE,2,0,0,0,1,
2281,289,27,12135,1,0,0,0,0,"""І гори усі вогнем!""",,,,,,,,"""І гори усі вогнем!""",,,,,,,,0xFF01FE,2,0,0,0,1,
2285,981,41,37604,1,0,0,0,0,"Скористайтеся зубочисткою",,,,,,,,"Скористайтеся зубочисткою",,,,,,,,0xFF01FE,2,0,0,0,1,
2335,621,57,20132,1,0,0,0,0,"Араторская бойова гербова накидка",,,,,,,,"Араторская бойова гербова накидка",,,,,,,,0xFF01FE,2,0,0,0,1,
2341,545,48,0,1,0,0,0,0,"Посетить перукарню і оплатить послуги майстра.",,,,,,,,"Посетить перукарню і оплатить послуги майстра.",,,,,,,,0xFF01FE,2,0,0,0,1,
2342,556,49,0,1,0,0,0,0,"Голова",,,,,,,,"Голова",,,,,,,,0xFF01FE,0,0,0,0,1,
2358,558,51,100,1,0,0,0,0,"Вибрати ""Не відмовлюся"" при розіграші речі вище 185 рівня і викинути на кубиках 100",,,,,,,,"Вибрати ""Не відмовлюся"" при розіграші речі вище 185 рівня і викинути на кубиках 100",,,,,,,,0xFF01FE,2,0,0,0,1,
2359,245,52,6,1,0,0,0,0,"Лицар смерті",,,,,,,,"Лицар смерті",,,,,,,,0xFF01FE,0,0,0,0,1,
2369,246,53,10,1,0,0,0,0,"Ельф крові",,,,,,,,"Ельф крові",,,,,,,,0xFF01FE,0,0,0,0,1,
2374,1005,53,11,1,0,0,0,0,"Дреней",,,,,,,,"Дреней",,,,,,,,0xFF01FE,0,0,0,0,1,
2379,247,54,56,1,0,0,0,0,"Обійняти мертвого ворога",,,,,,,,"Обійняти мертвого ворога",,,,,,,,0xFF01FE,2,0,0,0,1,
2400,227,13,0,300000,3,30,3,30,"Завдати 300000 одиниць шкоди в Альтеракській долині",,,,,,,,"Завдати 300000 одиниць шкоди в Альтеракській долині",,,,,,,,0xFF01FE,11,0,0,0,1,
2408,408,37,0,10,4,0,4,0,"Отримати 10 перемог на арені",,,,,,,,"Отримати 10 перемог на арені",,,,,,,,0xFF01FE,1,0,0,0,1,
2412,559,50,100,1,0,0,0,0,"Вибрати ""Мені це необхідно"" при розіграші речі вище 185 рівня і викинути на кубиках 100",,,,,,,,"Вибрати ""Мені це необхідно"" при розіграші речі вище 185 рівня і викинути на кубиках 100",,,,,,,,0xFF01FE,2,0,0,0,1,
2415,1007,46,1091,42000,0,0,0,0,"Звеличення в Дракновому союзі",,,,,,,,"Звеличення в Дракновому союзі",,,,,,,,0xFF01FE,2,0,0,0,1,
2416,1008,46,1090,42000,0,0,0,0,"Звеличення в Кірін-Торі",,,,,,,,"Звеличення в Кірін-Торі",,,,,,,,0xFF01FE,2,0,0,0,1,
2417,1009,46,1098,42000,0,0,0,0,"Звеличення у Лицарів Чорного Клинка",,,,,,,,"Звеличення у Лицарів Чорного Клинка",,,,,,,,0xFF01FE,2,0,0,0,1,
2418,1010,8,947,0,0,0,0,0,"Срібний Авангард",,,,,,,,"Срібний Авангард",,,,,,,,0xFF01FE,0,0,0,0,1,
2422,1011,46,1052,42000,0,0,0,0,"Звеличення в Експедиції Орди",,,,,,,,"Звеличення в Експедиції Орди",,,,,,,,0xFF01FE,0,0,0,0,1,
2425,1012,46,1037,42000,0,0,0,0,"Звеличення в Авангарде Альянсу",,,,,,,,"Звеличення в Авангарде Альянсу",,,,,,,,0xFF01FE,0,0,0,0,1,
2428,1014,47,0,35,0,0,0,0,"35 репутацій ""Звеличення""",,,,,,,,"35 репутацій ""Звеличення""",,,,,,,,0xFF01FE,1,0,0,0,1,
2429,1015,47,0,40,0,0,0,0,"40 репутацій ""Звеличення""",,,,,,,,"40 репутацій ""Звеличення""",,,,,,,,0xFF01FE,1,0,0,0,1,
2430,414,36,39656,1,0,0,0,0,"Ефес меча Тіраеля",,,,,,,,"Ефес меча Тіраеля",,,,,,,,0xFF01FE,2,0,0,0,1,
3063,1022,27,11804,1,0,0,0,0,"Нагір'я Араті",,,,,,,,"Нагір'я Араті",,,,,,,,0xFF01FE,0,0,0,0,1,
3076,1023,27,11805,1,0,0,0,0,"Ашенваль",,,,,,,,"Ашенваль",,,,,,,,0xFF01FE,0,0,0,0,1,
3089,1024,27,11807,1,0,0,0,0,"Лезокрайські Гори",,,,,,,,"Лезокрайські Гори",,,,,,,,0xFF01FE,0,0,0,0,1,
3101,1025,27,11840,1,0,0,0,0,"Нагір'я Араті",,,,,,,,"Нагір'я Араті",,,,,,,,0xFF01FE,0,0,0,0,1,
3112,1026,27,11841,1,0,0,0,0,"Ашенваль",,,,,,,,"Ашенваль",,,,,,,,0xFF01FE,0,0,0,0,1,
3124,1027,27,11843,1,0,0,0,0,"Лезокрайські Гори",,,,,,,,"Лезокрайські Гори",,,,,,,,0xFF01FE,0,0,0,0,1,
3131,1028,27,11764,1,0,0,0,0,"Нагір'я Араті",,,,,,,,"Нагір'я Араті",,,,,,,,0xFF01FE,0,0,0,0,1,
3142,1029,27,11765,1,0,0,0,0,"Ашенваль",,,,,,,,"Ашенваль",,,,,,,,0xFF01FE,0,0,0,0,1,
3154,1030,27,11767,1,0,0,0,0,"Лезокрайські Гори",,,,,,,,"Лезокрайські Гори",,,,,,,,0xFF01FE,0,0,0,0,1,
3161,1031,27,11732,1,0,0,0,0,"Нагір'я Араті",,,,,,,,"Нагір'я Араті",,,,,,,,0xFF01FE,0,0,0,0,1,
3174,1032,27,11734,1,0,0,0,0,"Ашенваль",,,,,,,,"Ашенваль",,,,,,,,0xFF01FE,0,0,0,0,1,
3186,1033,27,11736,1,0,0,0,0,"Лезокрайські Гори",,,,,,,,"Лезокрайські Гори",,,,,,,,0xFF01FE,0,0,0,0,1,
3193,1034,8,1022,0,0,0,0,0,"Вартовий вогню Східних королівств",,,,,,,,"Вартовий вогню Східних королівств",,,,,,,,0xFF01FE,0,0,0,0,1,
3196,1035,8,1028,0,0,0,0,0,"Погасити багаття Східних королівств",,,,,,,,"Погасити багаття Східних королівств",,,,,,,,0xFF01FE,0,0,0,0,1,
3199,1036,8,1025,0,0,0,0,0,"Хранитель вогню Східних королівств",,,,,,,,"Хранитель вогню Східних королівств",,,,,,,,0xFF01FE,0,0,0,0,1,
3202,1037,8,1031,0,0,0,0,0,"Погасити багаття Східних королівств",,,,,,,,"Погасити багаття Східних королівств",,,,,,,,0xFF01FE,0,0,0,0,1,
3205,1038,8,1034,0,0,0,0,0,"Вогні Азероту",,,,,,,,"Вогні Азероту",,,,,,,,0xFF01FE,0,0,0,0,1,
3207,1039,8,1036,0,0,0,0,0,"Вогні Азероту",,,,,,,,"Вогні Азероту",,,,,,,,0xFF01FE,0,0,0,0,1,
3209,283,28,24733,1,0,0,0,0,"Чарівна палочка – костюм летучей миші",,,,,,,,"Чарівна палочка – костюм летучей миші",,,,,,,,0xFF01FE,0,0,0,0,1,
3216,1040,27,1658,1,0,0,0,0,"Испортить праздник Плетеного Человечка",,,,,,,,"Испортить праздник Плетеного Человечка",,,,,,,,0xFF01FE,0,0,0,0,1,
3218,1041,27,8409,1,0,0,0,0,"Тухлые яйця, разбитые бочки",,,,,,,,"Тухлые яйця, разбитые бочки",,,,,,,,0xFF01FE,0,0,0,0,1,
3220,249,42,19028,1,0,0,0,0,"Элегантное плаття",,,,,,,,"Элегантное плаття",,,,,,,,0xFF01FE,2,0,0,0,1,
3221,248,42,6833,1,0,0,0,0,"Біла сорочка під смокінг",,,,,,,,"Біла сорочка під смокінг",,,,,,,,0xFF01FE,0,0,0,0,1,
3225,389,36,18706,1,0,0,0,0,"Отримано звання Повелителя арени",,,,,,,,"Отримано звання Повелителя арени",,,,,,,,0xFF01FE,2,0,0,0,1,
3227,396,27,7838,1,0,0,0,0,"Великий повелитель арени",,,,,,,,"Великий повелитель арени",,,,,,,,0xFF01FE,2,0,0,0,1,
3231,1042,54,56,0,0,0,0,0,"Скільки раз ви обнимали",,,,,,,,"Скільки раз ви обнимали",,,,,,,,0xFF01FE,0,0,0,0,1,
3232,1047,54,390,0,0,0,0,0,"Ви прятали лице в ладонях",,,,,,,,"Ви прятали лице в ладонях",,,,,,,,0xFF01FE,0,0,0,0,1,
3233,1045,54,21,0,0,0,0,0,"Скільки раз ви радовались успехам",,,,,,,,"Скільки раз ви радовались успехам",,,,,,,,0xFF01FE,0,0,0,0,1,
3236,1065,54,101,0,0,0,0,0,"Скільки раз ви помахали рукою",,,,,,,,"Скільки раз ви помахали рукою",,,,,,,,0xFF01FE,0,0,0,0,1,
3237,1067,54,143,0,0,0,0,0,"Гра на самій маленькій скрипці в світі",,,,,,,,"Гра на самій маленькій скрипці в світі",,,,,,,,0xFF01FE,0,0,0,0,1,
3238,1066,54,60,0,0,0,0,0,"Смех",,,,,,,,"Смех",,,,,,,,0xFF01FE,0,0,0,0,1,
3239,1068,0,17377,1,0,0,0,0,"Келі'дан Руйнівник",,,,,,,,"Келі'дан Руйнівник",,,,,,,,0xFF01FE,0,0,0,0,1,
3240,1071,0,17942,1,0,0,0,0,"Квагмірран",,,,,,,,"Квагмірран",,,,,,,,0xFF01FE,0,0,0,0,1,
3241,1069,0,18344,1,0,0,0,0,"Принц Шаффар",,,,,,,,"Принц Шаффар",,,,,,,,0xFF01FE,0,0,0,0,1,
3242,1070,0,18096,1,0,0,0,0,"Мисливець Вічності",,,,,,,,"Мисливець Вічності",,,,,,,,0xFF01FE,0,0,0,0,1,
3243,1072,0,17882,1,0,0,0,0,"Чорна Мисливиця",,,,,,,,"Чорна Мисливиця",,,,,,,,0xFF01FE,0,0,0,0,1,
3244,1073,0,18373,1,0,0,0,0,"Экзарх Маладаар",,,,,,,,"Экзарх Маладаар",,,,,,,,0xFF01FE,0,0,0,0,1,
3245,1074,0,18473,1,0,0,0,0,"Король воронів Айкисс",,,,,,,,"Король воронів Айкисс",,,,,,,,0xFF01FE,0,0,0,0,1,
3246,1075,0,18708,1,0,0,0,0,"Бормотун",,,,,,,,"Бормотун",,,,,,,,0xFF01FE,0,0,0,0,1,
3247,1076,0,17881,1,0,0,0,0,"Еонус",,,,,,,,"Еонус",,,,,,,,0xFF01FE,0,0,0,0,1,
3248,1077,0,17798,1,0,0,0,0,"Полководец Калитреш",,,,,,,,"Полководец Калитреш",,,,,,,,0xFF01FE,0,0,0,0,1,
3249,1078,0,16808,1,0,0,0,0,"Вождь Каргат Гострорук",,,,,,,,"Вождь Каргат Гострорук",,,,,,,,0xFF01FE,0,0,0,0,1,
3250,1079,0,19220,1,0,0,0,0,"Паталеон Обчислювач",,,,,,,,"Паталеон Обчислювач",,,,,,,,0xFF01FE,0,0,0,0,1,
3251,1080,0,17977,1,0,0,0,0,"Узлодревень",,,,,,,,"Узлодревень",,,,,,,,0xFF01FE,0,0,0,0,1,
3252,1081,0,20912,1,0,0,0,0,"Предвестник Скайрисс",,,,,,,,"Предвестник Скайрисс",,,,,,,,0xFF01FE,0,0,0,0,1,
3253,1082,0,24664,1,0,0,0,0,"Кель'тас Сонячний Мандрівник",,,,,,,,"Кель'тас Сонячний Мандрівник",,,,,,,,0xFF01FE,0,0,0,0,1,
3254,1083,0,15690,1,0,0,0,0,"Принц Малчезар",,,,,,,,"Принц Малчезар",,,,,,,,0xFF01FE,0,0,0,0,1,
3255,1084,0,23863,1,0,0,0,0,"Зул'джин",,,,,,,,"Зул'джин",,,,,,,,0xFF01FE,0,0,0,0,1,
3256,1085,0,19044,1,0,0,0,0,"Груул Драконобой",,,,,,,,"Груул Драконобой",,,,,,,,0xFF01FE,0,0,0,0,1,
3257,1086,0,17257,1,0,0,0,0,"Магтерідон",,,,,,,,"Магтерідон",,,,,,,,0xFF01FE,0,0,0,0,1,
3258,1087,0,21212,1,0,0,0,0,"Леді Вайш",,,,,,,,"Леді Вайш",,,,,,,,0xFF01FE,0,0,0,0,1,
3259,1088,0,19622,1,0,0,0,0,"Кель'тас Сонячний Мандрівник",,,,,,,,"Кель'тас Сонячний Мандрівник",,,,,,,,0xFF01FE,0,0,0,0,1,
3260,1089,0,22917,1,0,0,0,0,"Иллидан Лють Бурі",,,,,,,,"Иллидан Лють Бурі",,,,,,,,0xFF01FE,0,0,0,0,1,
3261,1090,0,25315,1,0,0,0,0,"Кіл'джеден",,,,,,,,"Кіл'джеден",,,,,,,,0xFF01FE,0,0,0,0,1,
3262,1091,0,639,1,0,0,0,0,"Едвін ван Кліф",,,,,,,,"Едвін ван Кліф",,,,,,,,0xFF01FE,0,0,0,0,1,
3263,1092,0,4275,1,0,0,0,0,"Верховний маг Аругал",,,,,,,,"Верховний маг Аругал",,,,,,,,0xFF01FE,0,0,0,0,1,
3264,1093,0,3976,1,0,0,0,0,"Командир Могрейн з Багряного ордену",,,,,,,,"Командир Могрейн з Багряного ордену",,,,,,,,0xFF01FE,0,0,0,0,1,
3265,1094,0,7267,1,0,0,0,0,"Вождь Укорз Піщана Лисина",,,,,,,,"Вождь Укорз Піщана Лисина",,,,,,,,0xFF01FE,0,0,0,0,1,
3266,1095,0,9019,1,0,0,0,0,"Імператор Дагран Тауриссан",,,,,,,,"Імператор Дагран Тауриссан",,,,,,,,0xFF01FE,0,0,0,0,1,
3268,1096,0,10363,1,0,0,0,0,"Генерал Драккисат",,,,,,,,"Генерал Драккисат",,,,,,,,0xFF01FE,0,0,0,0,1,
3270,1097,0,10440,1,0,0,0,0,"Барон Ривендер",,,,,,,,"Барон Ривендер",,,,,,,,0xFF01FE,0,0,0,0,1,
3271,1098,0,10184,1,0,0,0,0,"Оніксія",,,,,,,,"Оніксія",,,,,,,,0xFF01FE,0,0,0,0,1,
3272,1099,0,11502,1,0,0,0,0,"Рагнарос",,,,,,,,"Рагнарос",,,,,,,,0xFF01FE,0,0,0,0,1,
3273,1100,0,11583,1,0,0,0,0,"Нефаріан",,,,,,,,"Нефаріан",,,,,,,,0xFF01FE,0,0,0,0,1,
3274,1101,0,15727,1,0,0,0,0,"До'Тун",,,,,,,,"До'Тун",,,,,,,,0xFF01FE,0,0,0,0,1,
3275,1102,0,14834,1,0,0,0,0,"Хаккар",,,,,,,,"Хаккар",,,,,,,,0xFF01FE,0,0,0,0,1,
3276,1106,16,566,0,0,0,0,0,"Смерті на Оці Бурі",,,,,,,,"Смерті на Оці Бурі",,,,,,,,0xFF01FE,0,0,0,0,1,
3301,344,41,19307,1,0,0,0,0,"Бинти з рунічної тканини з Альтеракської долини",,,,,,,,"Бинти з рунічної тканини з Альтеракської долини",,,,,,,,0xFF01FE,0,0,0,0,1,
3351,1145,27,9365,1,0,0,0,0,"Альянс, Нагорода вора",,,,,,,,"Альянс, Нагорода вора",,,,,,,,0xFF01FE,2,0,0,0,1,
3353,216,30,183,3,3,566,1,0,"3 захоплення без смертей",,,,,,,,"3 захоплення без смертей",,,,,,,,0xFF01FE,10,0,0,0,1,
3354,333,67,0,0,0,0,0,0,"Всього золота отримано із трофеїв",,,,,,,,"Всього золота отримано із трофеїв",,,,,,,,0xFF01FE,32,0,0,0,1,
3355,326,62,0,0,0,0,0,0,"Отримано золота в нагороду за виконання завдань",,,,,,,,"Отримано золота в нагороду за виконання завдань",,,,,,,,0xFF01FE,32,0,0,0,1,
3356,1146,63,0,0,0,0,0,0,"Кількість золота, потрачене на перельоти",,,,,,,,"Кількість золота, потрачене на перельоти",,,,,,,,0xFF01FE,32,0,0,0,1,
3357,1147,65,0,0,0,0,0,0,"Кількість золота, потраченого в перукарнях",,,,,,,,"Кількість золота, потраченого в перукарнях",,,,,,,,0xFF01FE,32,0,0,0,1,
3358,1148,66,0,0,0,0,0,0,"Кількість золота, потраченого на пошту",,,,,,,,"Кількість золота, потраченого на пошту",,,,,,,,0xFF01FE,32,0,0,0,1,
3359,1149,61,0,0,0,0,0,0,"Кількість скидань талантів",,,,,,,,"Кількість скидань талантів",,,,,,,,0xFF01FE,0,0,0,0,1,
3360,1150,60,0,0,0,0,0,0,"Кількість золота, потраченого на скидання талантів",,,,,,,,"Кількість золота, потраченого на скидання талантів",,,,,,,,0xFF01FE,32,0,0,0,1,
3361,921,59,0,0,0,0,0,0,"Отримано золота від торговців",,,,,,,,"Отримано золота від торговців",,,,,,,,0xFF01FE,32,0,0,0,1,
3362,224,31,4407,50,0,0,0,0,"50 почесних перемог в PvP в Залі Морозного Вовка",,,,,,,,"50 почесних перемог в PvP в Залі Морозного Вовка",,,,,,,,0xFF01FE,1,0,0,0,1,
3363,1151,31,4408,50,0,0,0,0,"50 почесних перемог в PvP в Залі Грозової Вершини",,,,,,,,"50 почесних перемог в PvP в Залі Грозової Вершини",,,,,,,,0xFF01FE,1,0,0,0,1,
3368,231,56,0,20,3,30,1,0,"Альтеракська Долина",,,,,,,,"Альтеракська Долина",,,,,,,,0xFF01FE,11,0,0,0,1,
3372,1153,30,123,3,3,529,3,529,"Захистити 3 бази",,,,,,,,"Захистити 3 бази",,,,,,,,0xFF01FE,10,0,0,0,1,
3381,1159,39,2,2200,0,0,0,0,"Рейтинг 2200",,,,,,,,"Рейтинг 2200",,,,,,,,0xFF01FE,2,0,0,0,1,
3382,1160,39,3,2200,0,0,0,0,"Рейтинг 2200",,,,,,,,"Рейтинг 2200",,,,,,,,0xFF01FE,2,0,0,0,1,
3383,1161,39,5,2200,0,0,0,0,"Рейтинг 2200",,,,,,,,"Рейтинг 2200",,,,,,,,0xFF01FE,2,0,0,0,1,
3384,1162,37,0,10,4,0,4,0,"Отримати 10 перемог на арені",,,,,,,,"Отримати 10 перемог на арені",,,,,,,,0xFF01FE,1,0,0,0,1,
3386,225,1,30,1,3,30,3,30,"Захватить пещеру кобольдов",,,,,,,,"Захватить пещеру кобольдов",,,,,,,,0xFF01FE,6,0,0,0,1,
3388,1164,1,30,1,3,30,3,30,"Захватить пещеру кобольдов",,,,,,,,"Захватить пещеру кобольдов",,,,,,,,0xFF01FE,6,0,0,0,1,
3390,1165,57,38082,1,0,0,0,0,"""Величезна"" сумка",,,,,,,,"""Величезна"" сумка",,,,,,,,0xFF01FE,2,0,0,0,1,
3391,1166,42,18228,1,0,0,0,0,"Подписанная картина Форора і Тигуля",,,,,,,,"Подписанная картина Форора і Тигуля",,,,,,,,0xFF01FE,2,0,0,0,1,
3392,1167,8,219,0,0,0,0,0,"Захисник Альтеракської долини",,,,,,,,"Захисник Альтеракської долини",,,,,,,,0xFF01FE,0,0,0,0,1,
3404,1168,8,219,0,0,0,0,0,"Захисник Альтеракської долини",,,,,,,,"Захисник Альтеракської долини",,,,,,,,0xFF01FE,0,0,0,0,1,
3416,1169,8,155,0,0,0,0,0,"Захисник Низовини Араті",,,,,,,,"Захисник Низовини Араті",,,,,,,,0xFF01FE,0,0,0,0,1,
3431,1170,8,155,0,0,0,0,0,"Захисник Низовини Араті",,,,,,,,"Захисник Низовини Араті",,,,,,,,0xFF01FE,0,0,0,0,1,
3446,1171,8,209,0,0,0,0,0,"Захисник Ока Бурі",,,,,,,,"Захисник Ока Бурі",,,,,,,,0xFF01FE,0,0,0,0,1,
3461,1172,8,167,0,0,0,0,0,"Захисник Ущелини Пісні Війни",,,,,,,,"Захисник Ущелини Пісні Війни",,,,,,,,0xFF01FE,0,0,0,0,1,
3476,1173,8,167,0,0,0,0,0,"Захисник Ущелини Пісні Війни",,,,,,,,"Захисник Ущелини Пісні Війни",,,,,,,,0xFF01FE,0,0,0,0,1,
3488,1174,8,699,0,0,0,0,0,"Чемпіон війни",,,,,,,,"Чемпіон війни",,,,,,,,0xFF01FE,0,0,0,0,1,
