long,str,
7221,"Лісовий долгоход",
7222,"Птенец лісового долгохода",
7223,"Легіонер табору Легіону",
7224,"Патрульный табору Легіону",
7225,"Пес табору Легіону",
7226,"Начальник коваль Моруг",
7227,"Форгош",
7228,"Неприкаянная душа",
7229,"Неприкаянный дух",
7230,"Нежить-убийца",
7231,"Нежить-коваль",
7232,"Нежить-телохранитель",
7233,"Нежить-обиватель",
7234,"Нежить-курьер",
7235,"Лучник-Нежить",
7236,"Нежить-темнолов",
7237,"Матрос-Нежить",
7238,"Нежить-фермер",
7239,"Нежить-травник",
7240,"Лошадь Покинутих",
7241,"Секретный агент Покинутих",
7242,"Вторгшийся нежить",
7243,"Нежить-дровосек",
7244,"Нежить-шахтер",
7245,"Распространитель чуми-Нежить",
7246,"Нежить-налетчик",
7247,"Нежить разведчик",
7248,"Нежить-шукач",
7249,"Нежить-конюх",
7250,"Нежить-лиходей",
7251,"Командир передовой Кингстон",
7252,"Гнилобрюх",
7253,"Смрадный дух води",
7254,"Скверногрив",
7255,"Сквернобрюхая гидра",
7256,"Фозрук",
7257,"Фрагун Шепот Тіні",
7258,"Хрупкий скелет",
7259,"Фрамнали",
7260,"Франс Лин",
7261,"Фрэнсис Элиот",
7262,"Франклорн Ремісник",
7263,"Дух Франклорна",
7264,"Франклин Хамар",
7265,"Франклин Ллойд",
7266,"Франклин Дружелюбный",
7267,"Фрас Сиаби",
7268,"Хлестун",
7269,"Заступник-хлестун",
7270,"Дикий хлестун",
7271,"Блеклоперый гиппогриф",
7272,"Блеклоперый патриарх",
7273,"Блеклоперый крыловоин",
7274,"Крылень з обтрепанными перьями",
7275,"Фреан",
7276,"Фредерик Стовер",
7277,"Освобожденный раб Зеленожарых",
7278,"Высвобожденная душа",
7279,"Леденящий вурдалак",
7280,"Леденящий дух",
7281,"Бесноватый нетопырь",
7282,"Бесноватый чорний дракон",
7283,"Бесноватый кровососущий нетопырь",
7284,"Бесноватый вурдалак",
7285,"Бесноватый чумний пес",
7286,"Бесноватый жутедактиль",
7287,"Страхокрыл",
7288,"Лейтенант Лютостужа",
7289,"Фрикси Меднотумблер",
7290,"Лягушка",
7291,"Льодяна німфа",
7292,"Льодяної баран",
7293,"Тотем морозостійкості",
7294,"Тотем морозостійкості III",
7295,"Морозний привид",
7296,"Льодяна могила",
7297,"Льодяний Змій",
7298,"Льодяної Плавник",
7299,"Ледокров",
7300,"Ледорогий ягненок",
7301,"Ледорогий баран",
7302,"Ооберегатель льодяного молота",
7303,"Ледочрев",
7304,"Льодопард",
7305,"Самка льодопарда",
7306,"Детеныш льодопарда",
7307,"Льодопард-мисливиця",
7308,"Дозорный прайда льодопардів",
7309,"Хижак ледопард",
7310,"Лейтенант Хладоволн",
7311,"Північний вовк",
7312,"Посол клану Морозного Вовка Рокстром",
7313,"Гончий вовк",
7314,"Эмиссар Морозного Вовка",
7315,"Ездовой северный вовк",
7316,"Застывшее ядро",
7317,"Тяпляппер",
7318,"Обжорень",
7319,"Фунаам",
7320,"Грибной великан",
7321,"Грибковый слизнюк",
7322,"Фуран",
7323,"Фургу",
7324,"Взбешенный г-н Прищепкис",
7325,"Взбешенный дух каменя",
7326,"Несамовитий",
7327,"Вартовий кузні",
7328,"Фурия Шельда",
7329,"Складкофуз",
7330,"Габриэлла Чейз",
7331,"Прибамбасский наводчик",
7332,"Прибамбасский костолом",
7333,"Прибамбасский снайпер",
7334,"Гаелден Ковальський Молот",
7335,"Гаэриан",
7336,"Гаролас Талветрен",
7337,"Заглушестер",
7338,"Гахк",
7339,"Гахрут",
7340,"Гарудж",
7341,"Гакин Темнопряд",
7342,"Гален",
7343,"Галамав Стрілок",
7344,"Галана",
7345,"Калатрин",
7346,"Гален Добростраж",
7347,"Галганн Огнемолот",
7348,"Галгар",
7349,"Гальгром",
7350,"Галерный кок Алунвея",
7351,"Галерный кок Сборень",
7352,"Галерный кухар Грейс",
7353,"Галерный кок Галумвория",
7354,"Галерный кок Марисс",
7355,"Галерный кок Сталебрюх",
7356,"Галтогран Черствый",
7357,"Галтук",
7358,"Гальван Древній",
7359,"Гальванот",
7360,"Гамбаринко",
7361,"Гамли Ледошкур",
7362,"Гаммерита",
7363,"Гамон",
7364,"Ганаар",
7365,"Уродливый каннибал",
7366,"Уродливый трупоед",
7367,"Ганки Тухлопал",
7368,"Ганн Каменное Спис",
7369,"Гануш",
7370,"Ганрул Кривавий Глаз",
7371,"Гант",
7372,"Хьюг Грошедзвін",
7373,"Захисник Гарадара",
7374,"Капітан варти Гарадара",
7375,"Гарадарский Ездовой вовк",
7376,"Гарадарский волчий всадник",
7377,"Гараксас",
7378,"Гардок Рваная Паща",
7379,"Гарек",
7380,"Гарел Красногор",
7381,"Гарг",
7382,"Чудовищный магматический інфернал",
7383,"Монструозный слизнюк",
7384,"Бульк",
7385,"Гаргок",
7386,"Горгулья",
7387,"Гарм Брат Вовка",
7388,"Гарн Маферс",
7389,"Гарнег Обугленный Череп",
7390,"Гарокк",
7391,"Гарон Хатчинс",
7392,"Гарона",
7393,"Гарр",
7394,"Гарр Просоленное Копито",
7395,"Гаррик Тихокрад",
7396,"Гарридель",
7397,"Гаррош",
7398,"Гаррош Зычногласый",
7399,"Полезные роботы Гарроша",
7400,"Гарриет",
7401,"Гарул",
7402,"Гарвал",
7403,"Гарил",
7404,"Ранокол",
7405,"Гастон",
7406,"Кордор Хранитель Воріт",
7407,"Привратник Грознорев",
7408,"Вартовий воріт Эндор",
7409,"Вартовий воріт Точеный Ніж",
7410,"Вартовий воріт Стальная Клешня",
7411,"Гатиос Изувер",
7412,"Готтер",
7413,"Гавин Гнутодрев",
7414,"Гевин Вард",
7415,"Гавис Серый Щит",
7416,"Гаксим Ржавошиппи",
7417,"Газакрот",
7418,"Газбан",
7419,"Газель",
7420,"Газин Тенорм",
7421,"Газлоу",
7422,"Газрог",
7423,"Зуборез Шестеренок",
7424,"Гедра",
7425,"Гиния Сонячна Тінь",
7426,"Гизл",
7427,"Гееннас",
7428,"Гелантис",
7429,"Гелганн Кузня Жаху",
7430,"Гелихаст",
7431,"Гелк",
7432,"Гелхак Гиромачт",
7433,"Гельман Камнерук",
7434,"Гелтарис",
7435,"Гелвас Углешлюз",
7436,"Торговка самокольорами",
7437,"Генви Кэллоу",
7438,"Генерал Кузня Гніву",
7439,"Генерал Колбатанн",
7440,"Генерал Драккисат",
7441,"Генерал Фангферрор",
7442,"Продавщица різних товарів",
7443,"Генерал Кирика",
7444,"Генерал Кракорк",
7445,"Генерал Маркус Джонатан",
7446,"Генерал Раджакс",
7447,"Генерал Дві Коси",
7448,"Генерал Зог",
7449,"Генния Рунічний Тотем",
7450,"Джефф",
7451,"Джеффри Хартвелл",
7452,"Геофрам Твердопал",
7453,"Геолог Ехидная",
7454,"Владычица земель Рябка",
7455,"Геомант Кремненож",
7456,"Джорлж Кандарте",
7457,"Георгия",
7458,"Джорджио Болеро",
7459,"Джеральд Кроули",
7460,"Геранис Белый Світанок",
7461,"Джерард Абернати",
7462,"Джерард Румпель",
7463,"Герек",
7464,"Геренцо Терминатрикс",
7465,"Герик Коэн",
7466,"Герон",
7467,"Герратис Нічний Гонец",
7468,"Геррик Костохват",
7469,"Гершал Шепот Ночи",
7470,"Гешарахан",
7471,"Гест",
7472,"Гезхе",
7473,"Геззарак Мисливиця",
7474,"ГГУДМЕН",
7475,"Гхабар",
7476,"Гхак Целитель",
7477,"Гхаму-ра",
7478,"Ганим",
7479,"Гхарраш",
7480,"Гарсул Беспощадный",
7481,"Жуткое привидение",
7482,"Гед",
7483,"Гермас",
7484,"Гхок",
7485,"Гок Крепкобив",
7486,"Гхола",
7487,"Примарний Вой",
7488,"Привидение Наксрамаса",
7489,"Привидение Утера Светоносного",
7490,"Саблезубый привид",
7491,"Светлопалая рысь",
7492,"Светлопалый опустошитель",
7493,"Светлолапый вожак",
7494,"Светлолапый ревун",
7495,"Светлолапый бегун",
7496,"Караборский призрачный всадник",
7497,"Вурдалак",
7498,"Вурдалак-берсерк",
7499,"Вурдалак-стервятник",
7500,"Грахт",
7501,"Гигантский ведмідь Ясеневого лісу",
7502,"Гигантский канюк",
7503,"Гигантская курица",
7504,"Гигантский когтещуп",
7505,"Гигантский темноклыкий павук",
7506,"Величезний пепельный ворг",
7507,"Огромное глазастое щупальце",
7508,"Гигантский лісовий долгоног",
7509,"Гигантский седой ведмідь",
7510,"Гигантский інфернал",
7511,"Гигантская болотная лягушка",
7512,"Гигантский моховой ползун",
7513,"Гигантский равнинный ползун",
7514,"Гигантский коло света",
7515,"Гигантская береговая черепаха",
7516,"Портал огромного щупальці",
7517,"Гигантский прибрежный краб",
7518,"Гигантский чащобный тенетник",
7519,"Величезний болотный кроколіск",
7520,"Гигантский йети",
7521,"Бормочущий вурдалак",
7522,"Глупошмыг",
7523,"Гибломор",
7524,"Гиджа Чароплетка",
7525,"Гиджет Свистопулька",
7526,"Хохотунья",
7527,"Гиккикс",
7528,"Гил",
7529,"Гил Гризерт",
7530,"Гилбарта Великий Молот",
7531,"Гиблин",
7532,"Джиллиан Мур",
7533,"Гилмориан",
7534,"Гілнід",
7535,"Гилшалан Буйный Вітер",
7536,"Гилтарес Вогняний Цветок",
7537,"Гилверадин Хижак Сонця",
7538,"Гимбл Чертополуш",
7539,"Гироскоппер",
7540,"Гимлок Рамднул",
7541,"Гимризз Которышка",
7542,"Джина Ланг",
7543,"Джина Макгрегор",
7544,"Гинни Ежевичка",
7545,"Гинро Палаючий Очаг",
7546,"Жираф",
7547,"Девочка",
7548,"Гизельда Колдунья",
7549,"Гизельда Преображающаяся",
7550,"Гиш Недвижимый",
7551,"Гитьис Зловісна",
7552,"Гизлок",
7553,"Гизрул Поработитель",
7554,"Гиззикс Грязебульк",
7555,"Гьялербронская гаргулия",
7556,"Гьялербронский узник",
7557,"Гьялербронский руночар",
7558,"Гьялербронский сноходец",
7559,"Гьялербронский воїн",
7560,"Гьялерхонский мусорщик",
7561,"Гьялерхонский рабочий",
7562,"Лейтенант Хладноглыб",
7563,"Льодяної Храмовник",
7564,"Льодовик",
7565,"Ледион",
7566,"Нортренд",
7567,"Стеклошкурый василиск",
7568,"Стеклошкурый взорень",
7569,"Стеклошкурый окаменитель",
7570,"Глен Робертс",
7571,"Лесоход",
7572,"Глибб",
7573,"Капля Нечистотона",
7574,"Глодрак Меткий Мисливець",
7575,"Гломмус",
7576,"Глорандир",
7577,"Глордрум Сталебород",
7578,"Глоренфелд",
7579,"Глоресса",
7580,"Глория Даммель",
7581,"Глорин Стальної Лоб",
7582,"Барабуль",
7583,"Гламдор",
7584,"Глут",
7585,"Липкий слизнюк",
7586,"Обжора",
7587,"Гликс Пивоправ",
7588,"Кривокрон",
7589,"Брат листвы",
7590,"Бугристый шипокож",
7591,"Скрежетун",
7592,"Зубощелк",
7593,"Костоглод",
7594,"Гназ Огнепых",
7595,"Гноарн",
7596,"Гном-обиватель",
7597,"Захисник гномів – 29",
7598,"Гномский буксир",
7599,"Гном-інженер",
7600,"Ілюзія гнома",
7601,"Гном-гуляка свята Зими",
7602,"Начальник гномского гаража",
7603,"Механик гномского гаража",
7604,"Гном-гонщик",
7605,"Дух гнома",
7606,"Гномий куля духів",
7607,"Гномреганський окудник",
7608,"Гномреганський беженец",
7609,"Вогняна турель гномів",
7610,"Гномский паровой танк",
7611,"Гномус",
7612,"Гнош Брогнат",
7613,"Жрун",
7614,"Гоблін-жужжепил",
7615,"Гоблін-обиватель",
7616,"Гоблін-ремесленник",
7617,"Гоблинский буксир",
7618,"Гоблін-інженер",
7619,"Ілюзія гобліна",
7620,"Гоблинша-гуляка свята Зими",
7621,"Гоблинская мина",
7622,"Гоблін-гуляка свята Зими",
7623,"Наемный охранник-гоблін",
7624,"Гоблін-найманець",
7625,"Гоблинский вьючный кодо",
7626,"Начальник гоблінської гаража",
7627,"Гоблін-автомеханик",
7628,"Гоблін-гонщик",
7629,"Гоблін-корабел",
7630,"Гоблинский паровой танк",
7631,"Гоблін-древоруб",
7632,"Гоблинский дирижабль",
7633,"Гок",
7634,"Годан",
7635,"Годрик Ротгер",
7636,"Годрик Фарсан",
7637,"Гоггерок",
7638,"Гоугоу",
7639,"Голдарк Меткий Мисливець",
7640,"Золотистый грифон",
7641,"Золотой заяц",
7642,"Золотой поросенок",
7643,"Золотистый скорпион",
7644,"Вартовий Златоземья",
7645,"Фикс",
7646,"Повелитель големов Аргелмах",
7647,"Големагг Крематор",
7648,"Голхайн-в-капюшоне",
7649,"Голи Крамн",
7650,"Голиафон",
7651,"Осколыш Голиафона",
7652,"Голнир Твердопал",
7653,"Голорн Ледобород",
7654,"Гома",
7655,"Добрень",
7656,"Гор Мрачнобрюх",
7657,"Горалук Треснувшая Наковальня",
7658,"Горбольд Сталерук",
7659,"Гордауг",
7660,"Горди",
7661,"Толстяк",
7662,"Гордокский святковий бочонок",
7663,"Мастифф клану Гордок",
7664,"Гордон Уиндем",
7665,"Воєначальник Гордунни",
7666,"Полководец клану Гордунни",
7667,"Кровокогть Ненасытный",
7668,"Жуткоклык",
7669,"Кровокопыт Чорний",
7670,"Спустошувач-остролап",
7671,"Жуткозуб",
7672,"Жутеклык",
7673,"Горганнон",
7674,"Горголон Всевидящий",
7675,"Горгром Драконоед",
7676,"Горина",
7677,"Кокон улья Гориши",
7678,"Вартовий улья Гориши",
7679,"Матка улья Гориши",
7680,"Горкан Кровопал",
7681,"Горкас",
7682,"Горлаш",
7683,"Горм Зловещий Тотем",
7684,"Горн",
7685,"Горн Одноглаз",
7686,"Горнек",
7687,"Горнии",
7688,"Горош Дервиш",
7689,"Горрик",
7690,"Горлим",
7691,"Горзиеки Дикоглаз",
7692,"Готаан",
7693,"Готард Винслоу",
7694,"Готик Жнець",
7695,"Готор Брюм",
7696,"Готри",
7697,"Граций Светоч Духа",
7698,"Тотем благодаті повітря",
7699,"Тотем благодаті повітря III",
7700,"Грацина Сила Духа",
7701,"Градав",
7702,"Градок",
7703,"Грэхем ван Тален",
7704,"Гральга",
7705,"Бабуля Стоунфилд",
7706,"Верховний адмирал Джес-Терет",
7707,"Верховний анахорет Алмонен",
7708,"Великий Звездочет Каперниан",
7709,"Верховний командир Рууск",
7710,"Верховний лицар Датрохан",
7711,"Диспетчер финальных подій",
7712,"Старший штейгер Пузик Нервотреп",
7713,"Великий инквизитор Изиллиен",
7714,"Верховний магистр Роммат",
7715,"Головний камнетес Мраморщик",
7716,"Великий шелкокрыл",
7717,"Главная чорнокнижниця Алитесса",
7718,"Головний чорнокнижник Пустоклят",
7719,"Велика вдова Фарлина",
7720,"Великий майстер Ворпил",
7721,"Бабушка",
7722,"Дідусь Вишас",
7723,"Гранис Швидкий Сокира",
7724,"Гранистад",
7725,"Бабушка Антонов",
7726,"Грарк Лоркруб",
7727,"Грарник Ладноскрой",
7728,"Граш Грозовар",
7729,"Грауд",
7730,"Розкрадач могил",
7731,"Гравис Слипнот",
7732,"Гроу Краекут",
7733,"Граул",
7734,"Громаг",
7735,"Гримлок",
7736,"Граунал",
7737,"Серый ведмідь",
7738,"Серый элекк",
7739,"Серый лісовий вовк",
7740,"Серый баран",
7741,"Серый ездовой кодо",
7742,"Серый ездовой вовк",
7743,"Гразл",
7744,"Гразликс",
7745,"Гразнаб",
7746,"Дух Великого Медведя",
7747,"Великий синій элекк",
7748,"Величезний бурий кодо",
7749,"Дух Великой кішки",
7750,"Величезний быстроногий олень",
7751,"Великий элекк",
7752,"Великий Отец Арктикус",
7753,"Великий жутевепрь",
7754,"Величезний сірий кодо",
7755,"Великий зелений элекк",
7756,"Велика рогатая сова",
7757,"Великий пурпурний элекк",
7758,"Велика рифовая акула",
7759,"Велика акула",
7760,"Великий волношлеп",
7761,"Величезний білий кодо",
7762,"Страший анубисат-підкорювач",
7763,"Великий степной кодо",
7764,"Великий крабстер",
7765,"Великий землерой",
7766,"Великий сумеречный нетопырь",
7767,"Великий элементаль землі",
7768,"Великий сквернопламенный деметродон",
7769,"Великий дух дикого вовка",
7770,"Великий элементаль вогню",
7771,"Великий огнекрыл",
7772,"Великий мясожор",
7773,"Великий шкуродер",
7774,"Великий хлестун",
7775,"Великий зцілюючий идол",
7776,"Великий лабиринтовый нетопырь",
7777,"Великий лавовый павук",
7778,"Великий обсідіановий элементаль",
7779,"Старший фантазм",
7780,"Великий равнинный долгоног",
7781,"Сильный резонирующий кристал",
7782,"Великий кам'яний элементаль",
7783,"Великий росток",
7784,"Великий теневой нетопырь",
7785,"Великий тенедемон",
7786,"Великий силитид-живодер",
7787,"Велика гремучая пригуана",
7788,"Великий павук-прядильщик",
7789,"Великий зангарский скат",
7790,"Великий суккуб",
7791,"Крупный тарантул",
7792,"Великий грозовой змій",
7793,"Великий лесоног",
7794,"Великий элементаль води",
7795,"Великий ветрух",
7796,"Великий Отец Алдримус",
7797,"Дідусь Зима",
7798,"Зимовий Дед",
7799,"Помощник Зимового Деда",
7800,"Велика Матір Анкха",
7801,"Велика Матерь Гейан",
7802,"Велика мать Соколиный Вітер",
7803,"Зелений бронированный гиппогриф",
7804,"Зелений маленький мурлок",
7805,"Зелений драконид",
7806,"Генератор зелених драконидов",
7807,"Зелений механострайдус",
7808,"Зелений киражский бойовий танк",
7809,"Зелений павук-отшельник",
7810,"Зелений ездовой кодо",
7811,"Зелений саженец",
7812,"Зелений тяжеловоз-скелет",
7813,"Зелений слякоч",
7814,"Зелена водяная змія",
7815,"Зелений ветрокрыл",
7816,"Зеленокрылый ара",
7817,"Зелена драконида",
7818,"Раб зеленожабрых",
7819,"Зеленолап",
7820,"Грир Рудомолот",
7821,"Греган Пивоплюй",
7822,"Грегор Агамонд",
7823,"Грегор Грейстоун",
7824,"Грегор Маквинс",
7825,"Грегор Юстициар",
7826,"Грегори Ардус",
7827,"Грегори Чарльз",
7828,"Грейшан Залізна Печь",
7829,"Грек",
7830,"Ездовой вовк Грека",
7831,"Грелаг",
7832,"Грелин Белобород",
7833,"Грелкор",
7834,"Грелль",
7835,"Грелла",
7836,"Греллид",
7837,"Гремлин",
7838,"Гремлок Пилзнор",
7839,"Гремни Длиннобород",
7840,"Гремник Скороскок",
7841,"Гренил Холодная Лють",
7842,"Гренка Кривавий Визг",
7843,"Гренник",
7844,"Грентар",
7845,"Грешка",
7846,"Грета Замшелое Копито",
7847,"Гретхен Дедмар",
7848,"Гретхен Фогель",
7849,"Грет",
7850,"Гретир",
7851,"Греток Регулятор",
7852,"Гретта Остроигл",
7853,"Гретта Гантер",
7854,"Грезз Десница Гніву",
7855,"Греззикс Иглохруст",
7856,"Несущая Горе",
7857,"Гриф Дикое Серце",
7858,"Грифтах",
7859,"Грикка",
7860,"Гриккин Меднопруж",
7861,"Мрачный завсегдатай",
7862,"Гриманд Элмор",
7863,"Отшвартуй",
7864,"Мрачнобух Громовар",
7865,"Мрачбур Кремневый Сокира",
7866,"Мрачнокоготь",
7867,"Зловісна Утроба",
7868,"Гримнок Дитя Війни",
7869,"Мрачнур Каменное Клеймо",
7870,"Мрачнон Белесый",
7871,"Гримтак",
7872,"Темнозуб",
7873,"Мрачноус",
7874,"Грингер",
7875,"Гринибликс Наблюдатель",
7876,"Гринкль",
7877,"Скалящийся пес",
7878,"Гризель",
7879,"Гризельда",
7880,"Гриш Выносливый Гонец",
7881,"Гриха",
7882,"Араккоа Гришны",
7883,"Быстрокрыл Гришны",
7884,"Предвестник Гришны",
7885,"Матриарх Гришны",
7886,"Ворон Гришны",
7887,"Презренный ворон Гришны",
7888,"Гришнатский василиск",
7889,"Гризи Перцечих",
7890,"Василиск-камнегрыз",
7891,"Гризлак",
7892,"Гризнак",
7893,"Гриззл",
7894,"Седынь Полушкур",
7895,"Гриззл Снежная Лапа",
7896,"Седой чорний ведмідь",
7897,"Седой бурий ведмідь",
7898,"Седой гладіатор",
7899,"Седой ведмідь-железномех",
7900,"Седой колючешерстный ведмідь",
7901,"Гриззлоу",
7902,"Гроббулус",
7903,"Облако Гроббулюса",
7904,"Грод",
7905,"Гроддокская обезьяна",
7906,"Гроддоский грудобой",
7907,"Гроддокский рокотун",
7908,"Грок",
7909,"Гроком Мертвый Глаз",
7910,"Грокор",
7911,"Грол Руйнівник",
7912,"Грім Зычногласый",
7913,"Громден",
7914,"Грондаль Місячний Бриз",
7915,"Гронн-жрець",
7916,"Гроум Камнебород",
7917,"Земляной квітка",
7918,"Землебой",
7919,"Тотем земного притяжения",
7920,"Виллитен Хранитель Земель ",
7921,"Рысь рощи",
7922,"Грязнуля",
7923,"Грязнюк",
7924,"Грубтор",
7925,"Графф",
7926,"Графф Быстрохват",
7927,"Грухам Румднул",
7928,"Грук",
7929,"Груклаш",
7930,"Грулл Соколиный Вітер",
7931,"Груллок",
7932,"Грум Рыжебород",
7933,"Грумбол Мрачномолот",
7934,"Грумбол Міцна Кирка",
7935,"Грумман Сланцевый Кулак",
7936,"Грумнус Сталевар",
7937,"Груна",
7938,"Грюндель Харкин",
7939,"Грундиг Темне Облако",
7940,"Грюненстур Балиндом",
7941,"Грюнда Волчье Серце",
7942,"Піхотинець Догран",
7943,"Піхотинець Гаргал",
7944,"Піхотинець Грак",
7945,"Піхотинець Комак",
7946,"Піхотинець Корф",
7947,"Піхотинець Логмар",
7948,"Піхотинець Мауг",
7949,"Піхотинець Моика",
7950,"Піхотинець Унда",
7951,"Піхотинець Тарлак",
7952,"Піхотинець Умгор",
7953,"Піхотинець Зуул",
7954,"Грурк",
7955,"Грутах",
7956,"Груул Чорний Клинок",
7957,"Груул Драконобой",
7958,"Гриан Камнегрив",
7959,"Грайф",
7960,"Приборкувач грифонов Разящий Кіготь",
7961,"Вартовий воздушных вершників",
7962,"Грифоньер Листобород",
7963,"Грифоньер Ветрорёв",
7964,"Наездник на грифоне Киеран",
7965,"Наездник на грифоне Нордин",
7966,"Грит Турден",
7967,"Гшафф",
7968,"Стражница Адамс",
7969,"Вартовий Эшлок",
7970,"Вартовий Бертон",
7971,"Вартовий Байрон",
7972,"Капітан варти Крагтар",
7973,"Капітан варти Зорек",
7974,"Стражница Кларк",
7975,"Вартовий Дидье",
7976,"Вартовий Эдвард",
7977,"Вартовий Фенгус",
7978,"Вартовий Хаммон",
7979,"Стражница Хиетт",
7980,"Вартовий Хоув",
7981,"Вартовий Джарад",
7982,"Вартовий Кахил",
7983,"Вартовий Куралл",
7984,"Вартовий Лана",
7985,"Вартовий Ласитер",
7986,"Вартовий Нарриша",
7987,"Вартовий Паркер",
7988,"Вартовий Пирс",
7989,"Вартовий Куин",
7990,"Вартовий Робертс",
7991,"Вартовий Тарк",
7992,"Вартовий Тарук",
7993,"Вартовий Томас",
7994,"Стражница Унтула",
7995,"Вартовий Вахаби",
7996,"Вартовий Бакуса",
7997,"Вартовий Близзарда",
7998,"Вартовий Елуни",
7999,"Вартовий Крижаної Корони",
8000,"Вартовий Орла",
8001,"Вартовий Сокола",
8002,"Вартовий Ястреба",
8003,"Вартовий-элементаль води",
8004,"Груббер Блумп",
8005,"Гуча Грошедзвін",
8006,"Гуг",
8007,"Гуг Товста Свеча",
8008,"Банкір гільдії",
8009,"Гийом Сорю",
8010,"Гундер Боярышникс",
8011,"Гуннар Торвардссон",
8012,"Пушкаренок",
8013,"Гюнтер",
8014,"Гунтер Хансен",
8015,"Гюнтер Чародей",
8016,"Гунтер Веллер",
8017,"Прислужник Гюнтера",
8018,"Тінь Гюнтера",
8019,"Гурак",
8020,"Гурда Печать Гніву",
8021,"Гурда Дика Грива",
8022,"Гурек",
8023,"Гурф",
8024,"Гургл",
8025,"Гаргток",
8026,"Гурки",
8027,"Гурн Обжора",
8028,"Диспетчер подій Гурока",
8029,"Гурок Узурпатор",
8030,"Гуррад",
8031,"Гурша",
8032,"Гуртогг Кипящая Кров",
8033,"Гурубаші",
8034,"Летучий всадник Гурубаші",
8035,"Пленник Гурубаші",
8036,"Бойова виверна Смуггл",
8037,"Порывистый вихор",
8038,"Гутрум Громодлань",
8039,"Потрошительница",
8040,"Кишкодер",
8041,"Гуван",
8042,"Голодный завсегдатай",
8043,"Гвендолин",
8044,"Гвенна Огневар",
8045,"Гвина Кам'яна Ветвь",
8046,"Гвин Фэрроу",
8047,"Гилл",
8048,"Гит",
8049,"Хаалрун",
8050,"Хаалум",
8051,"Хаарка Ненасытный",
8052,"Хадокен Швидкий Мандрівник",
8053,"Хаферет",
8054,"Хагар Грозовое Копито",
8055,"Хагаш Слепой",
8056,"Хагг Тауребой",
8057,"Изможденный беженец",
8058,"Хаггард Ветеран",
8059,"Хаггата Старая Карга",
8060,"Бормотун",
8061,"Нарана Залізна Шкура",
8062,"Лейтенант Градень",
8063,"Хаккар",
8064,"Хал Макаллистер",
8065,"Халаззи",
8066,"Халдор Мнительный",
8067,"Душа Халфдана",
8068,"Полусъеденный труп",
8069,"Халья Белоброд",
8070,"Халис Рассветный Мандрівник",
8071,"Привидение жінки дня всіх святых",
8072,"Привидение чоловіка дня всіх святых",
8073,"Пиратский капітан дня всіх святых",
8074,"Пиратка дня всіх святых",
8075,"Пират-немертвого дня всіх святых",
8076,"Галлюцинация",
8077,"Хальпа",
8078,"Халу",
8079,"Халикон",
8080,"Хама",
8081,"Хаманар",
8082,"Хамхок",
8083,"Хамлин Аткинс",
8084,"П'яний завсегдатай",
8085,"Гвардеец Павшего Молота",
8086,"Піхотинець Павшего Молота",
8087,"Вартовий Павшего Молота",
8088,"Батрак Павшего Молота",
8089,"Акула-молот",
8090,"Твердоспин",
8091,"Дух Важкоступа",
8092,"Хаммон Карун",
8093,"Ханаши",
8094,"Мечник Руки Аргуса",
8095,"Подручный Кровожада",
8096,"Подручный Каргата",
8097,"Рука Кігтя Ворона",
8098,"Рука Искусителя",
8099,"Рука верховного лорда",
8100,"Хандиир",
8101,"Ручник Ржавозубчик",
8102,"Красавчик Терри",
8103,"Активатор вогню Ханса",
8104,"Ханна",
8105,"Ханна Экли",
8106,"Ханс Вестон",
8107,"Ханс Зандин",
8108,"Харант Залізна Сбруя",
8109,"Подвергшийся нападению горожанин",
8110,"Харб Острое Копито",
8111,"Предвестник Ардонан",
8112,"Предвестник Аргомен",
8113,"Предвестник Балтазад",
8114,"Предвестник Эннарт",
8115,"Предвестник Эрофем",
8116,"Предвестник Харонем",
8117,"Предвестник Иннуро",
8118,"Предвестник Миколаас",
8119,"Предвестник Ворона",
8120,"Предвестник Саронен",
8121,"Предвестник Скайрисс",
8122,"Проекція предвестника Скайрисса",
8123,"Заяц",
8124,"Харен Канмай",
8125,"Харен Быстрое Копито",
8126,"Харена Равнинная Мандрівниця",
8127,"Псения Начочис",
8128,"Псения Кобчак",
8129,"Харкор",
8130,"Лыко Вязз",
8131,"Харлан Багли",
8132,"Харн Далекий Заброс",
8133,"Харнан",
8134,"Харнор",
8135,"Гарольд Лаграс",
8136,"Гарольд Лейн",
8137,"Гарольд Раймз",
8138,"Гарольд Риггс",
8139,"Гарпакс",
8140,"Майстер-гарпунщик Явус",
8141,"Серф-гарпун",
8142,"Харрам",
8143,"Харрисон Джонс",
8144,"Боронайзер",
8145,"Гарри Берлгард",
8146,"Паром Гарри",
8147,"Харутт Громовой Ріг",
8148,"Уборочный жнець",
8149,"Дозорный полей",
8150,"Пожинающий рой",
8151,"Харви",
8152,"Гастингс",
8153,"Яростная визгунья",
8154,"Ненавистница",
8155,"Гатеон",
8156,"Гатвелион Сонячний Взор",
8157,"Хатисс Злобная",
8158,"Отти Кутюри",
8159,"Примарний служитель",
8160,"Блукаючий фантазм",
8161,"Блукаючий дух",
8162,"Призрачное видение",
8163,"Спесивец",
8164,"Переродившийся Высокомер",
8165,"Дух ястреба",
8166,"Ловец ястребов",
8167,"Кривоклювый хрустогрыз",
8168,"Хайок",
8169,"Хаззас",
8170,"Хаззик",
8171,"Голова Вершника",
8172,"Вершник без голови",
