long,long,long,str,None,None,None,None,None,None,None,str,None,None,None,None,None,None,None,flags,flags,flags,str,
484,658,1,"Щоб увійти в Яму Сарона в героїчному режимі складності, ви маєте виконати завдання ""Тіні замученных душ"" і досягнути 80-го рівня.",,,,,,,,"Щоб увійти в Яму Сарона в героїчному режимі складності, ви маєте виконати завдання ""Тіні замученных душ"" і досягнути 80-го рівня.",,,,,,,,0xFF01FE,0x15180,0x5,"DUNGEON_DIFFICULTY_5PLAYER_HEROIC",
341,668,0,"Щоб увійти в Зали Відображень, ви маєте виконати завдання ""Зачистка Ямы"".",,,,,,,,"Щоб увійти в Зали Відображень, ви маєте виконати завдання ""Зачистка Ямы"".",,,,,,,,0xFF01FE,0x0,0x5,"DUNGEON_DIFFICULTY_5PLAYER",
342,668,1,"Щоб увійти в Зали Відображень в героїчному режимі складності, ви маєте виконати завдання ""Зачистка Ямы"" і досягнути 80-го рівня.",,,,,,,,"Щоб увійти в Зали Відображень в героїчному режимі складності, ви маєте виконати завдання ""Зачистка Ямы"" і досягнути 80-го рівня.",,,,,,,,0xFF01FE,0x15180,0x5,"DUNGEON_DIFFICULTY_5PLAYER_HEROIC",
642,712,0,"",,,,,,,,"",,,,,,,,0xFF01FC,0x0,0x0,"",
641,713,0,"",,,,,,,,"",,,,,,,,0xFF01FC,0x0,0x0,"",
701,718,0,"",,,,,,,,"",,,,,,,,0xFF01FC,0x0,0x0,"",
744,723,0,"",,,,,,,,"",,,,,,,,0xFF01FC,0x0,0x0,"",
750,724,0,"Щоб увійти, ви повинні досягнути 80-го рівня і бути в складі рейду.",,,,,,,,"Щоб увійти, ви повинні досягнути 80-го рівня і бути в складі рейду.",,,,,,,,0xFF01FE,0x93A80,0xA,"RAID_DIFFICULTY_10PLAYER",
751,724,1,"Щоб увійти, ви повинні досягнути 80-го рівня і бути в складі рейду.",,,,,,,,"Щоб увійти, ви повинні досягнути 80-го рівня і бути в складі рейду.",,,,,,,,0xFF01FE,0x93A80,0x19,"RAID_DIFFICULTY_25PLAYER",
752,724,2,"Щоб увійти, ви повинні досягнути 80-го рівня і бути в складі рейду.",,,,,,,,"Щоб увійти, ви повинні досягнути 80-го рівня і бути в складі рейду.",,,,,,,,0xFF01FE,0x93A80,0xA,"RAID_DIFFICULTY_10PLAYER",
753,724,3,"Щоб увійти, ви повинні досягнути 80-го рівня і бути в складі рейду.",,,,,,,,"Щоб увійти, ви повинні досягнути 80-го рівня і бути в складі рейду.",,,,,,,,0xFF01FE,0x93A80,0x19,"RAID_DIFFICULTY_25PLAYER",
